Rk,Player,FantPt,FanPosRank,FanOvRank
107,Christine Michael\MichCh00,117,26,
108,Steve Smith\SmitSt01,116,40,
109,Cole Beasley\BeasCo00,114,41,
110,Case Keenum\KeenCa00,113,30,
111,Cameron Meredith\MereCa00,113,42,
112,Devontae Booker\BookDe00,112,28,
113,Quincy Enunwa\EnunQu00,111,43,
114,Darren Sproles*\SproDa00,111,29,
115,Stefon Diggs\DiggSt00,109,45,
116,Marqise Lee\LeexMa00,109,44,
117,Theo Riddick\RiddTh00,109,30,
118,Tim Hightower\HighTi00,107,32,
119,Jerick McKinnon\McKiJe00,107,31,
120,JJ Nelson\NelsJJ00,107,46,
121,Anquan Boldin\BoldAn00,106,47,
122,Taylor Gabriel\GabrTa00,105,50,
123,Ted Ginn\GinnTe00,105,48,
124,Dontrelle Inman\InmaDo00,105,49,
125,James White\WhitJa02,104,33,
126,Rashad Jennings\JennRa00,103,34,
127,Jordan Matthews\MattJo00,102,52,
128,DeVante Parker\ParkDe01,102,51,
129,Matt Asiata\AsiaMa00,101,36,
130,Chris Thompson\ThomCh03,101,35,
131,Brandon Marshall\MarsBr00,97,53,
132,Ty Montgomery\MontTy01,97,37,
133,Alshon Jeffery\JeffAl00,94,54,
134,Derrick Henry\HenrDe00,93,38,
135,Chris Hogan\HogaCh00,91,55,
136,Duke Johnson\JohnDu00,91,39,
137,Mohamed Sanu\SanuMo00,90,56,
138,Tavon Austin\AustTa00,89,57,
139,Randall Cobb\CobbRa00,88,58,
140,T.J. Yeldon\YeldT.00,88,40,
141,C.J. Anderson\AndeC.00,87,41,
142,Jalen Richard\RichJa01,87,42,
143,Jack Doyle\DoylJa00,86,13,
144,Travis Benjamin\BenjTr00,85,59,
145,DeAngelo Williams\WillDe02,84,43,
146,Giovani Bernard\BernGi00,83,44,
147,Eric Ebron\EbroEr00,83,15,
148,Jeremy Kerley\KerlJe00,83,61,
149,Tyler Lockett\LockTy00,83,60,
150,Dennis Pitta\PittDe00,83,16,
151,Jason Witten\WittJa00,83,14,
152,Robert Turbin\TurbRo00,82,45,
153,Michael Floyd\FloyMi00,81,63,
154,Terrance Williams\WillTe01,81,62,
155,Shaun Draughn\DrauSh00,80,46,
156,C.J. Fiedorowicz\FiedC.00,80,17,
157,Brian Hoyer\HoyeBr00,80,31,
158,Dwayne Allen\AlleDw00,79,19,
159,Charles Clay\ClayCh00,79,18,
160,Cody Kessler\KessCo00,79,32,
161,Adam Humphries\HumpAd00,78,64,
162,Jacquizz Rodgers\RodgJa00,78,47,
163,Eli Rogers\RogeEl00,78,65,
164,Gary Barnidge\BarnGa01,75,20,
165,Will Fuller\FullWi01,75,66,
166,Chris Ivory\IvorCh00,75,49,
167,Zach Zenner\ZennZa00,75,48,
168,Brian Quick\QuicBr00,74,67,
169,Seth Roberts\RobeSe00,74,68,
170,Robby Anderson\AndeRo04,73,69,
171,Blaine Gabbert\GabbBl00,73,33,
172,Zach Miller\MillZa02,73,21,
173,Donte Moncrief\MoncDo00,73,70,
174,Kenneth Dixon\DixoKe00,72,50,
175,Rob Gronkowski\GronRo00,72,22,
176,Doug Martin\MartDo00,72,51,
177,Matt Barkley\BarkMa00,71,34,
178,Tyler Boyd\BoydTy00,70,72,
179,Vernon Davis\DaviVe00,70,71,
180,Damien Williams\WillDa05,70,52,
181,Tyler Eifert\EifeTy00,69,23,
182,Jeremy Maclin\MaclJe00,68,75,
183,Breshad Perriman\PerrBr02,68,73,
184,DeAndre Washington\WashDe00,68,53,
185,Robert Woods\WoodRo02,68,74,
186,Matt Jones\JoneMa04,67,54,
187,Phillip Dorsett\DorsPh00,66,76,
188,Robert Griffin\GrifRo01,66,35,
189,Allen Hurns\HurnAl01,66,77,
190,Charcandrick West\WestCh01,66,55,
191,John Brown\BrowJo02,65,78,
192,Malcolm Mitchell\MitcMa01,64,56,
193,Tajae Sharpe\SharTa00,64,79,
194,Victor Cruz\CruzVi00,63,81,
195,Devin Funchess\FuncDe00,63,80,
196,Vance McDonald\McDoVa00,63,24,
197,Thomas Rawls\RawlTh00,63,57,
198,Cordarrelle Patterson*+\PattCo00,62,82,
199,Paul Perkins\PerkPa00,62,58,
200,Marquise Goodwin\GoodMa00,61,84,
201,Kendall Wright\WrigKe01,61,83,
202,Corey Coleman\ColeCo00,60,85,
203,Lance Kendricks\KendLa00,60,25,
204,Rex Burkhead\BurkRe00,59,59,
205,Sammie Coates\CoatSa00,57,87,
206,Jermaine Kearse\KearJe01,57,86,
207,Matt Moore\MoorMa01,57,36,
208,Jesse James\JameJe00,56,26,
209,Sammy Watkins\WatkSa00,55,88,
210,Travaris Cadet\CadeTr00,54,61,
211,Ryan Griffin\GrifRy00,54,27,
212,Jeremy Langford\LangJe00,54,60,
213,Clive Walford\WalfCl00,54,28,
214,Chris Conley\ConlCh00,53,89,
215,Jared Goff\GoffJa00,53,37,
216,Nelson Agholor\AghoNe00,52,90,
217,Josh McCown\McCoJo01,52,38,
218,Julius Thomas\ThomJu00,52,29,
219,Garrett Celek\CeleGa00,51,31,
220,Dorial Green-Beckham\GreeDo00,51,91,
221,Jermaine Gresham\GresJe00,51,30,
222,Albert Wilson\WilsAl02,51,92,
223,Alfred Blue\BlueAl00,50,62,
224,Andrew Hawkins\HawkAn00,50,93,
225,Dion Sims\SimsDi00,50,32,
226,Eddie Royal\RoyaEd00,49,94,
227,Danny Amendola\AmenDa00,48,95,
228,Jay Cutler\CutlJa00,47,39,
229,Austin Hooper\HoopAu00,47,33,
230,Russell Shepard\ShepRu00,47,96,
231,Fozzy Whittaker\WhitFo00,47,63,
232,Brandon Coleman\ColeBr00,46,97,
233,Will Tye\TyexWi00,46,34,
234,Jamize Olawale\OlawJa00,45,64,
235,Torrey Smith\SmitTo02,45,98,
236,Justin Hardy\HardJu00,44,99,
237,C.J. Prosise\ProsC.00,44,65,
238,Aldrick Robinson\RobiAl00,44,100,
239,Charles Sims\SimsCh00,44,66,
240,Justin Hunter\HuntJu00,43,101,
241,Jared Cook\CookJa02,42,35,
242,Justin Forsett\ForsJu00,42,68,
243,James Starks\StarJa00,42,67,
244,John Kuhn\KuhnJo00,41,69,
245,Quinton Patton\PattQu00,41,102,
246,Wendell Smallwood\SmalWe00,41,70,
247,Brice Butler\ButlBr00,40,103,
248,Aaron Ripkowski\RipkAa00,40,71,
249,Kamar Aiken\AikeKa00,39,104,
250,Trey Burton\BurtTr01,39,38,
251,Eddie Lacy\LacyEd00,39,72,
252,Richard Rodgers\RodgRi00,39,36,
253,Jacob Tamme\TammJa00,39,37,
254,Dwayne Washington\WashDw00,39,73,
255,Josh Bellamy\BellJo02,38,105,
256,Ladarius Green\GreeLa00,38,39,
257,Dion Lewis\LewiDi00,38,74,
258,Levine Toilolo\ToilLe00,38,40,
259,Kyle Juszczyk*\JuszKy00,37,76,
260,Alfred Morris\MorrAl00,37,75,
261,Erik Swoope\SwooEr00,36,41,
262,Kenyan Drake\DrakKe00,35,77,
263,Jimmy Garoppolo\GaroJi00,35,40,
264,Cobi Hamilton\HamiCo00,35,107,
265,Darrius Heyward-Bey\HeywDa00,35,106,
266,Paul Richardson\RichPa01,35,108,
267,Deonte Thompson\ThomDe04,35,109,
268,Landry Jones\JoneLa02,34,41,
269,Bryan Walters\WaltBr00,34,110,
270,Geronimo Allison\AlliGe01,32,112,
271,Corey Brown\BrowPh00,32,111,
272,Corey Grant\GranCo00,32,78,
273,Bryce Petty\PettBr01,32,42,
274,Peyton Barber\BarbPe01,31,79,
275,Eric Decker\DeckEr00,31,113,
276,Andre Holmes\HolmAn00,31,116,
277,Rod Streater\StreRo00,31,114,
278,Jordan Taylor\TaylJo01,31,115,
279,Virgil Green\GreeVi00,30,42,
280,Kenjon Barner\BarnKe00,29,80,
281,C.J. Uzomah\UzomC.00,29,43,
282,Cameron Artis-Payne\ArtiCa00,28,82,
283,Jacoby Brissett\BrisJa00,28,44,
284,Nick Foles\FoleNi00,28,45,
285,Paxton Lynch\LyncPa00,28,43,
286,Tanner McEvoy\McEvTa01,28,117,
287,Kerwynn Williams\WillKe05,28,81,
288,Jaron Brown\BrowJa03,27,119,
289,Bennie Fowler\FowlBe00,27,120,
290,DuJuan Harris\HarrDu01,27,83,
291,Chester Rogers\RogeCh02,27,118,
292,Shane Vereen\VereSh00,27,84,
293,Kapri Bibbs\BibbKa00,26,85,
294,Alex Collins\CollAl00,25,86,
295,Seth Devalve\DevaSe00,25,46,
296,Jeff Janis\JaniJe00,25,121,
297,Mychal Rivera\RiveMy00,25,44,
298,Mike Tolbert*\TolbMi00,25,87,
299,Luke Willson\WillLu00,25,45,
300,Orleans Darkwa\DarkOr00,24,88,
301,Kenneth Farrow\FarrKe02,24,89,
302,Xavier Grimble\GrimXa00,24,47,
303,Jalin Marshall\MarsJa01,24,122,
304,Charles Johnson\JohnCh08,23,124,
305,Marcedes Lewis\LewiMa00,23,48,
306,Ricardo Louis\LouiRi00,23,126,
307,Jordan Norwood\NorwJo00,23,123,
308,Andre Roberts\RobeAn00,23,125,
309,Ameer Abdullah\AbduAm00,22,91,
310,Ronnie Hillman\HillRo00,22,90,
311,Ben Koyack\KoyaBe00,22,49,
312,Roger Lewis\LewiRo03,22,128,
313,Marquess Wilson\WilsMa02,22,127,
314,Harry Douglas\DougHa00,21,130,
315,Lance Dunbar\DunbLa00,21,92,
316,Darren Fells\FellDa01,21,50,
317,Josh Hill\HillJo02,21,52,
318,Vincent Jackson\JackVi00,21,129,
319,Andre Johnson\JohnAn02,21,131,
320,Austin Seferian-Jenkins\SefeAu00,21,51,
321,Darren Waller\WallDa01,21,53,
322,Danny Woodhead\WoodDa02,21,93,
323,Cody Core\CoreCo00,20,133,
324,Anthony Fasano\FasaAn00,20,54,
325,Jonathan Grimes\GrimJo01,20,94,
326,Demetrius Harris\HarrDe03,20,55,
327,Freddie Martino\MartFr00,20,132,
328,Bobby Rainey\RainBo00,20,95,
329,Kevin White\WhitKe00,20,134,
330,Benny Cunningham\CunnBe01,19,96,
331,Ed Dickson\DickEd00,19,56,
332,Josh Huff\HuffJo00,19,135,
333,Charone Peake\PeakCh00,19,136,
334,Jerell Adams\AdamJe01,18,57,
335,Arrelious Benn\BennAr00,18,138,
336,Daniel Brown\BrowDa04,18,137,
337,Ka'Deem Carey\CareKa00,18,97,
338,Andre Ellington\ElliAn00,18,98,
339,Tom Savage\SavaTo00,18,46,
340,Derek Anderson\AndeDe00,17,48,
341,Reggie Bush\BushRe00,17,99,
342,MarQueis Gray\GrayMa00,17,58,
343,Kevin Hogan\HogaKe00,17,47,
344,Denard Robinson\RobiDe00,17,100,
345,Brandon Tate\TateBr00,17,139,
346,Matt Cassel\CassMa00,16,49,
347,Brent Celek\CeleBr00,16,59,
348,Josh Ferguson\FergJo02,16,102,
349,Chris Johnson\JohnCh04,16,103,
350,Braxton Miller\MillBr03,16,140,
351,Terron Ward\WardTe00,16,101,
352,Stephen Anderson\AndeSt01,15,60,
353,Tyler Higbee\HigbTy00,15,143,
354,Greg Salas\SalaGr00,15,142,
355,Cecil Shorts\ShorCe00,15,141,
356,Mack Brown\BrowMa02,14,105,
357,A.J. Derby\DerbA.00,14,62,
358,Jeff Heuerman\HeueJe00,14,61,
359,Akeem Hunt\HuntAk01,14,106,
360,Andy Janovich\JanoAn00,14,107,
361,Brandon Myers\MyerBr00,14,63,
362,Walt Powell\PoweWa00,14,104,
363,Larry Donnell\DonnLa00,13,65,
364,Arian Foster\FostAr00,13,108,
365,Crockett Gillmore\GillCr00,13,67,
366,Chris Harper\HarpCh01,13,144,
367,Nick O'Leary\OLeaNi00,13,64,
368,John Phillips\PhilJo00,13,66,
369,C.J. Spiller\SpilC.00,13,109,
370,Jaelen Strong\StroJa01,13,146,
371,Paul Turner\TurnPa01,13,148,
372,Markus Wheaton\WheaMa00,13,145,
373,Jarius Wright\WrigJa02,13,147,
374,Jordan Cameron\CameJo00,12,69,
375,Mike Davis\DaviMi01,12,110,
376,Rhett Ellison\ElliRh00,12,70,
377,Brittan Golden\GoldBr00,12,149,
378,Dominique Jones\JoneDo01,12,68,
379,Jamaal Charles\CharJa00,11,112,
380,Patrick DiMarco\DiMaPa00,11,113,
381,T.J. Jones\JoneT.00,11,150,
382,Neal Sterling\SterNe00,11,71,
383,Charlie Whitehurst\WhitCh02,11,50,
384,Lucky Whitehead\WhitLu00,11,151,
385,Jonathan Williams\WillJo07,11,111,
386,Demarcus Ayers\AyerDe00,10,152,
387,Alan Cross\CrosAl00,10,73,
388,Shaun Hill\HillSh00,10,51,
389,David Johnson\JohnDa05,10,153,
390,Darren McFadden\McFaDa00,10,115,
391,Joshua Perkins\PerkJo02,10,72,
392,Jeremy Ross\RossJe01,10,155,
393,Antone Smith\SmitAn01,10,114,
394,James Wright\WrigJa03,10,154,
395,George Atkinson\AtkiGe01,9,116,
396,Blake Bell\BellBl00,9,75,
397,Leonte Carroo\CarrLe00,9,157,
398,Pharoh Cooper\CoopPh00,9,160,
399,Gavin Escobar\EscoGa00,9,74,
400,Mike Glennon\GlenMi00,9,53,
401,Tyler Kroft\KrofTy00,9,156,
402,Tommylee Lewis\LewiTo00,9,158,
403,Marcel Reece\ReecMa00,9,118,
404,Drew Stanton\StanDr00,9,52,
405,Juwan Thompson\ThomJu01,9,122,
406,Scott Tolzien\TolzSc00,9,54,
407,Fitzgerald Toussaint\TousFi00,9,119,
408,Bryce Treggs\TregBr00,9,159,
409,Terrell Watson\WatsTe00,9,117,
410,Derek Watt\WattDe00,9,120,
411,Andre Williams\WillAn00,9,121,
412,Trevone Boykin\BoykTr00,8,57,
413,Connor Cook\CookCo00,8,55,
414,Ryan Grant\GranRy01,8,163,
415,Connor Hamlett\HamlCo01,8,77,
416,Rashard Higgins\HiggRa00,8,161,
417,Cody Latimer\LatiCo00,8,162,
418,Matt Lengel\LengMa00,8,76,
419,Geno Smith\SmitGe00,8,56,
420,Wendall Williams\WillWe00,8,164,
421,Malcolm Brown\BrowMa03,7,125,
422,Aaron Burbridge\BurbAa00,7,168,
423,Michael Campanaro\CampMi02,7,165,
424,Josh Doctson\DoctJo00,7,169,
425,Alex Erickson\EricAl01,7,166,
426,Jerome Felton\FeltJe00,7,124,
427,Maurice Harris\HarrMa05,7,170,
428,EJ Manuel\ManuEJ00,7,58,
429,Byron Marshall\MarsBy01,7,123,
430,Chris Moore\MoorCh00,7,171,
431,Keith Mumphery\MumpKe00,7,167,
432,Geoff Swaim\SwaiGe00,7,78,
433,Keenan Allen\AlleKe00,6,174,
434,Jace Amaro\AmarJa00,6,82,
435,Brandon Bostick\BostBr00,6,79,
436,Trevor Davis\DaviTr03,6,173,
437,Johnny Holton\HoltJo00,6,176,
438,Adrian Peterson\PeteAd01,6,126,
439,Phillip Supernaw\SupePh00,6,80,
440,De'Anthony Thomas\ThomDe05,6,172,
441,D.J. Tialavea\TialD.00,6,81,
442,Jordan Todman\TodmJo00,6,127,
443,Nick Williams\WillNi02,6,175,
444,Javorius Allen\AlleJa01,5,129,
445,Knile Davis\DaviKn00,5,128,
446,Dwayne Harris*\HarrDw00,5,177,
447,Tavarres King\KingTa00,5,178,
448,Ifeanyi Momah\MomaIf00,5,83,
449,Troymaine Pope\PopeTr00,5,130,
450,Tony Romo\RomoTo00,5,59,
451,Brandon Wilds\WildBr01,5,131,
452,Nick Boyle\BoylNi00,4,84,
453,Ben Braunecker\BrauBe00,4,85,
454,Quan Bray\BrayQu00,4,179,
455,Mike James\JameMi00,4,133,
456,Taiwan Jones\JoneTa00,4,134,
457,Daniel Lasco\LascDa00,4,132,
458,Bradley Marquez\MarqBr00,4,180,
459,Dexter McCluster\McClDe00,4,181,
460,Justin Perillo\PeriJu00,4,87,
461,Brandon Williams\WillBr04,4,86,
462,Derek Carrier\CarrDe00,3,89,
463,D.J. Foster\FostD.01,3,139,
464,Don Jackson\JackDo01,3,135,
465,Malcolm Johnson\JohnMa06,3,138,
466,Sean McGrath\McGrSe00,3,92,
467,Niles Paul\PaulNi00,3,91,
468,Isaiah Pead\PeadIs00,3,136,
469,Keith Smith\SmitKe03,3,140,
470,Lee Smith\SmitLe00,3,90,
471,Nick Vannett\VannNi00,3,88,
472,Danny Vitale\VitaDa00,3,137,
473,Antonio Andrews\AndrAn00,2,148,
474,Brenton Bersin\BersBr00,2,188,
475,Brandon Bolden\BoldBr00,2,141,
476,Damiere Byrd\ByrdDa00,2,190,
477,James Develin\DeveJa00,2,143,
478,Jalston Fowler\FowlJa00,2,144,
479,Clay Harbor\HarbCl00,2,94,
480,Percy Harvin\HarvPe00,2,189,
481,Cardale Jones\JoneCa01,2,60,
482,Zach Line\LineZa01,2,147,
483,Marc Mariani\MariMa00,2,192,
484,Matt McGloin\McGlMa01,2,61,
485,J.D. McKissic\McKiJ.00,2,142,
486,Logan Paulsen\PaulLo00,2,97,
487,Cedric Peerman\PeerCe00,2,145,
488,Jay Prosch\ProsJa00,2,146,
489,DeAndre Smelter\SmelDe00,2,183,
490,Devin Smith\SmitDe04,2,185,
491,Luke Stocker\StocLu00,2,93,
492,Devin Street\StreDe00,2,186,
493,Mike Thomas\ThomMi04,2,187,
494,Ross Travis\TravRo00,2,96,
495,Laquon Treadwell\TreaLa00,2,191,
496,Griff Whalen\WhalGr00,2,184,
497,Cole Wick\WickCo00,2,95,
498,Shane Wynn\WynnSh00,2,182,
499,Jared Abbrederis\AbbrJa00,1,196,
500,Joe Banyard\BanyJo00,1,157,
501,Jeremy Butler\ButlJe01,1,194,
502,Gerald Christian\ChriGe00,1,98,
503,Chase Daniel\DaniCh00,1,63,
504,Alex Ellis\ElliAl01,1,102,
505,David Fales\FaleDa00,1,62,
506,George Farmer\FarmGe02,1,160,
507,Rashad Greene\GreeRa00,1,193,
508,Je'Ron Hamm\HammJe01,1,99,
509,Ryan Hewitt\HewiRy00,1,149,
510,Bronson Hill\HillBr01,1,153,
511,Henry Krieger-Coble\KrieHe00,1,101,
512,Paul Lasike\LasiPa00,1,152,
513,Terrence Magee\MageTe00,1,150,
514,Chris Manhertz\ManhCh00,1,103,
515,Paul McRoberts\McRoPa00,1,198,
516,Raheem Mostert\MostRa00,1,159,
517,Matthew Mulligan\MullMa00,1,104,
518,Roosevelt Nix\NixxRo01,1,161,
519,MyCole Pruitt\PruiMy00,1,100,
520,Daryl Richardson\RichDa00,1,156,
521,Stevan Ridley\RidlSt00,1,158,
522,Rashad Ross\RossRa00,1,197,
523,Anthony Sherman\SherAn00,1,154,
524,Lorenzo Taliaferro\TaliLo00,1,155,
525,Stepfan Taylor\TaylSt00,1,151,
526,Tony Washington\WashTo00,1,195,
527,Mario Alford\AlfoMa00,,206,
528,Joique Bell\BellJo01,,163,
529,Braedon Bowman\BowmBr00,,110,
530,Brandon Burks\BurkBr00,,170,
531,Isaiah Burse\BursIs01,,208,
532,Michael Burton\BurtMi00,,1,
533,Orson Charles\CharOr00,,115,
534,Kellen Clemens\ClemKe00,,68,
535,Asante Cleveland\ClevAs00,,114,
536,Chase Coffman\CoffCh00,,120,
537,Geremy Davis\DaviGe00,,203,
538,Kellen Davis\DaviKe01,,117,
539,Jim Dray\DrayJi00,,111,
540,Donteea Dye\DyexDo00,,204,
541,Glenn Gronkowski\GronGl01,,3,
542,Russell Hansbrough\HansRu00,,168,
543,Cory Harkey\HarkCo00,,118,
544,Clark Harris\HarrCl20,,107,
545,Temarrick Hemingway\HemiTe00,,113,
546,Chad Henne\HennCh01,,69,
547,Julian Howsare\HowsJu00,,2,
548,Joe Kerridge\KerrJo00,,169,
549,Jake Lampman\LampJa00,,207,
550,Khari Lee\LeexKh00,,121,
551,Dezmin Lewis\LewiDe02,,209,
552,Tony Lippett\LippTo00,,210,
553,Vince Mayle\MaylVi00,,201,
554,Tre McBride\McBrTr00,,205,
555,A.J. McCarron\McCaA.00,,67,
556,David Morgan\MorgDa01,,105,
557,Marcus Murphy\MurpMa03,,165,
558,Troy Niklas\NiklTr00,,108,
559,James O'Shaughnessy\O'ShJa00,,122,
560,Ryan O'Malley\OMalRy00,,109,
561,Jordan Payton\PaytJo00,,199,
562,Chase Reynolds\ReynCh00,,164,
563,Demarcus Robinson\RobiDe01,,200,
564,Khiry Robinson\RobiKh00,,167,
565,Mark Sanchez\SancMa00,,70,
566,Matt Schaub\SchaMa00,,64,
567,Rod Smith\SmitRo06,,162,
568,Nate Solder\SoldNa00,,116,
569,Randall Telfer\TelfRa00,,106,
570,Will Tukuafu\TukuWi00,,166,
571,Hakeem Valles\VallHa00,,112,
572,Joe Webb\WebbJo00,,65,
573,Eric Weems\WeemEr00,,202,
574,Kasen Williams\WillKa02,,211,
575,Maxx Williams\WillMa04,,119,
576,T.J. Yates\YateT.00,,66,
577,Bralon Addison\AddiBr01,-1,171,
578,Sean Mannion\MannSe00,-1,71,
579,Tyler Ervin\ErviTy00,-2,172,
580,Jakeem Grant\GranJa00,-2,213,
581,Brett Hundley\HundBr00,-2,72,
582,Ryan Mallett\MallRy00,-2,73,
583,Keshawn Martin\MartKe01,-2,214,
584,Matthew Slater*+\SlatMa00,-2,212,
