Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
Jason Witten*\WittJa00,DAL,32,TE,16,16,90,64,71.10%,703,11,5,48,34,7.8,4,43.9,0
Larry Donnell\DonnLa00,NYG,26,TE,16,12,92,63,68.50%,623,9.9,6,36,32,6.8,3.9,38.9,4
Larry Fitzgerald\FitzLa00,ARI,31,WR,14,13,103,63,61.20%,784,12.4,2,39,80,7.6,4.5,56,1
Andrew Hawkins\HawkAn00,CLE,28,WR,15,15,112,63,56.30%,824,13.1,2,44,65,7.4,4.2,54.9,0
Kenny Stills\StilKe00,NOR,22,wr,15,7,83,63,75.90%,931,14.8,3,47,69,11.2,4.2,62.1,1
Delanie Walker\WalkHu00,TEN,30,TE,15,14,106,63,59.40%,890,14.1,4,34,68,8.4,4.2,59.3,2
Jermaine Gresham\GresJe00,CIN,26,TE,15,15,79,62,78.50%,460,7.4,5,24,23,5.8,4.1,30.7,3
Eddie Royal\RoyaEd00,SDG,28,WR,16,11,91,62,68.10%,778,12.5,7,39,47,8.5,3.9,48.6,1
Brandon Marshall\MarsBr00,CHI,30,WR,13,13,106,61,57.50%,721,11.8,8,41,47,6.8,4.7,55.5,1
Dwayne Bowe\BoweDw00,KAN,30,WR,15,15,95,60,63.20%,754,12.6,0,42,37,7.9,4,50.3,2
Marques Colston\ColsMa00,NOR,31,WR,16,13,100,59,59.00%,902,15.3,5,45,57,9,3.7,56.4,1
Greg Jennings\JennGr00,MIN,31,WR,16,13,92,59,64.10%,742,12.6,6,40,38,8.1,3.7,46.4,1
Charles Clay\ClayCh00,MIA,25,TE,14,14,84,58,69.00%,605,10.4,3,31,41,7.2,4.1,43.2,0
Zach Ertz\ErtzZa00,PHI,24,te,16,5,89,58,65.20%,702,12.1,3,42,35,7.9,3.6,43.9,1
Mychal Rivera\RiveMy00,OAK,24,TE,16,10,99,58,58.60%,534,9.2,4,29,33,5.4,3.6,33.4,3
DeMarco Murray*+\MurrDe00,DAL,26,RB,16,16,64,57,89.10%,416,7.3,0,17,34,6.5,3.6,26,6
Kendall Wright\WrigKe01,TEN,25,WR,14,11,93,57,61.30%,715,12.5,6,32,48,7.7,4.1,51.1,1
DeSean Jackson\JackDe00,WAS,28,WR,15,13,95,56,58.90%,1169,20.9,6,37,81,12.3,3.7,77.9,0
Mohamed Sanu\SanuMo00,CIN,25,WR,16,13,98,56,57.10%,790,14.1,5,38,76,8.1,3.5,49.4,0
Riley Cooper\CoopRi00,PHI,27,WR,16,16,95,55,57.90%,577,10.5,3,25,50,6.1,3.4,36.1,1
Brandin Cooks\CookBr00,NOR,21,wr,10,7,69,53,76.80%,550,10.4,3,25,50,8,5.3,55,1
Cecil Shorts\ShorCe00,JAX,27,WR,13,12,110,53,48.20%,557,10.5,1,27,53,5.1,4.1,42.8,1
Markus Wheaton\WheaMa00,PIT,23,WR,16,11,86,53,61.60%,644,12.2,2,34,47,7.5,3.3,40.3,0
Jared Cook\CookJa02,STL,27,te,16,6,99,52,52.50%,634,12.2,3,32,59,6.4,3.3,39.6,0
Malcom Floyd\FloyMa00,SDG,33,WR,16,16,92,52,56.50%,856,16.5,6,39,59,9.3,3.3,53.5,0
Shane Vereen\VereSh00,NWE,25,rb,16,6,77,52,67.50%,447,8.6,3,24,49,5.8,3.3,27.9,0
Harry Douglas\DougHa00,ATL,30,wr,12,6,74,51,68.90%,556,10.9,2,29,41,7.5,4.3,46.3,0
Coby Fleener\FleeCo00,IND,26,TE,16,12,92,51,55.40%,774,15.2,8,40,73,8.4,3.2,48.4,0
Percy Harvin\HarvPe00,2TM,26,,13,12,78,51,65.40%,483,9.5,1,0,45,6.2,3.9,37.2,3
Allen Hurns\HurnAl01,JAX,23,wr,16,8,97,51,52.60%,677,13.3,6,26,63,7,3.2,42.3,0
Jordan Reed\ReedJo02,WAS,24,te,11,2,65,50,76.90%,465,9.3,0,23,30,7.2,4.5,42.3,1
Torrey Smith\SmitTo02,BAL,25,WR,16,16,92,49,53.30%,767,15.7,11,38,53,8.3,3.1,47.9,0
Wes Welker\WelkWe00,DEN,33,WR,14,8,64,49,76.60%,464,9.5,2,24,39,7.3,3.5,33.1,0
Kenny Britt\BritKe00,STL,26,WR,16,13,84,48,57.10%,748,15.6,3,33,63,8.9,3,46.8,0
John Brown\BrowJo02,ARI,24,wr,16,5,102,48,47.10%,696,14.5,5,31,75,6.8,3,43.5,0
Jerricho Cotchery\CotcJe00,CAR,32,WR,15,13,78,48,61.50%,580,12.1,1,29,47,7.4,3.2,38.7,0
Owen Daniels\DaniOw00,BAL,32,TE,15,13,79,48,60.80%,527,11,4,32,39,6.7,3.2,35.1,0
Allen Robinson\RobiAl02,JAX,21,WR,10,8,81,48,59.30%,548,11.4,2,26,54,6.8,4.8,54.8,0
Miles Austin\AustMi00,CLE,30,WR,12,11,73,47,64.40%,568,12.1,2,34,31,7.8,3.9,47.3,0
Scott Chandler\ChanSc00,BUF,29,te,16,5,70,47,67.10%,497,10.6,3,28,37,7.1,2.9,31.1,0
Michael Floyd\FloyMi00,ARI,25,WR,16,14,99,47,47.50%,841,17.9,6,34,63,8.5,2.9,52.6,4
Andre Holmes\HolmAn00,OAK,26,WR,16,13,99,47,47.50%,693,14.7,4,32,77,7,2.9,43.3,0
Andre Ellington\ElliAn00,ARI,25,RB,12,12,64,46,71.90%,395,8.6,2,19,81,6.2,3.8,32.9,2
Benny Cunningham\CunnBe01,STL,24,rb,16,2,52,45,86.50%,352,7.8,1,21,19,6.8,2.8,22,2
Pierre Thomas\ThomPi00,NOR,30,rb,11,3,55,45,81.80%,378,8.4,1,19,39,6.9,4.1,34.4,0
Matt Asiata\AsiaMa00,MIN,27,fb/RB,15,9,63,44,69.80%,312,7.1,1,7,41,5,2.9,20.8,1
Justin Forsett*\ForsJu00,BAL,29,RB,16,14,59,44,74.60%,263,6,0,10,26,4.5,2.8,16.4,2
Giovani Bernard\BernGi00,CIN,23,RB,13,9,59,43,72.90%,349,8.1,2,14,46,5.9,3.3,26.8,0
Julius Thomas*\ThomJu00,DEN,26,TE,13,10,62,43,69.40%,489,11.4,12,30,35,7.9,3.3,37.6,1
Roy Helu\HeluRo00,WAS,26,,14,0,47,42,89.40%,477,11.4,2,16,55,10.1,3,34.1,2
Eddie Lacy\LacyEd00,GNB,24,RB,16,16,55,42,76.40%,427,10.2,4,18,67,7.8,2.6,26.7,3
Jarius Wright\WrigJa02,MIN,25,wr,16,7,62,42,67.70%,588,14,2,25,87,9.5,2.6,36.8,0
Chris Hogan\HogaCh00,BUF,27,wr,16,2,61,41,67.20%,426,10.4,4,20,31,7,2.6,26.6,2
Reggie Bush\BushRe00,DET,29,RB,11,9,56,40,71.40%,253,6.3,0,13,28,4.5,3.6,23,1
Jamaal Charles*\CharJa00,KAN,28,RB,15,15,59,40,67.80%,291,7.3,5,16,30,4.9,2.7,19.4,5
Darren Sproles*\SproDa00,PHI,31,,15,0,62,40,64.50%,387,9.7,0,18,57,6.2,2.7,25.8,4
Nate Washington\WashNa00,TEN,31,WR,16,11,72,40,55.60%,647,16.2,2,26,80,9,2.5,40.4,0
Brian Hartline\HartBr00,MIA,28,WR,16,16,63,39,61.90%,474,12.2,2,27,35,7.5,2.4,29.6,0
Niles Paul\PaulNi00,WAS,25,te/wr,16,7,52,39,75.00%,507,13,1,19,50,9.8,2.4,31.7,1
Davante Adams\AdamDa01,GNB,22,WR,16,11,66,38,57.60%,446,11.7,3,23,45,6.8,2.4,27.9,0
Jace Amaro\AmarJa00,NYJ,22,te/wr,14,4,53,38,71.70%,345,9.1,2,20,43,6.5,2.7,24.6,1
Ahmad Bradshaw\BradAh00,IND,28,rb,10,1,47,38,80.90%,300,7.9,6,20,22,6.4,3.8,30,3
Travaris Cadet\CadeTr00,NOR,25,rb,15,1,51,38,74.50%,296,7.8,1,15,31,5.8,2.5,19.7,2
Arian Foster*\FostAr00,HOU,28,RB,13,13,59,38,64.40%,327,8.6,5,15,56,5.5,2.9,25.2,2
Devin Hester*\HestDe99,ATL,32,wr,16,1,59,38,64.40%,504,13.3,2,22,46,8.5,2.4,31.5,2
Jermaine Kearse\KearJe01,SEA,24,WR,15,14,69,38,55.10%,537,14.1,1,21,60,7.8,2.5,35.8,0
Jeremy Kerley\KerlJe00,NYJ,26,wr,16,7,75,38,50.70%,409,10.8,1,21,33,5.5,2.4,25.6,1
Lamar Miller\MillLa01,MIA,23,RB,16,16,52,38,73.10%,275,7.2,1,10,20,5.3,2.4,17.2,3
Hakeem Nicks\NickHa01,IND,26,wr,16,6,68,38,55.90%,405,10.7,4,18,29,6,2.4,25.3,0
Cole Beasley\BeasCo00,DAL,25,wr,16,2,49,37,75.50%,420,11.4,4,26,45,8.6,2.3,26.3,2
Marqise Lee\LeexMa00,JAX,23,WR,13,8,69,37,53.60%,422,11.4,1,21,37,6.1,2.8,32.5,0
Marshawn Lynch*\LyncMa00,SEA,28,RB,16,14,48,37,77.10%,367,9.9,4,16,39,7.6,2.3,22.9,4
Marcel Reece*\ReecMa00,OAK,29,FB,15,15,59,37,62.70%,265,7.2,1,12,19,4.5,2.5,17.7,1
Terrance Williams\WillTe01,DAL,25,WR,16,16,66,37,56.10%,621,16.8,8,30,51,9.4,2.3,38.8,0
Taylor Gabriel\GabrTa00,CLE,23,wr,16,2,72,36,50.00%,621,17.3,1,26,70,8.6,2.3,38.8,0
Darren McFadden\McFaDa00,OAK,27,RB,16,12,56,36,64.30%,212,5.9,0,8,23,3.8,2.3,13.3,1
Branden Oliver\OlivBr01,SDG,23,rb,14,7,45,36,80.00%,271,7.5,1,11,50,6,2.6,19.4,0
Preston Parker\ParkPr00,NYG,27,wr,16,7,56,36,64.30%,418,11.6,2,26,42,7.5,2.3,26.1,2
Andre Roberts\RobeAn00,WAS,26,wr,16,4,73,36,49.30%,453,12.6,2,28,61,6.2,2.3,28.3,4
Steve Johnson\JohnSt00,SFO,28,wr,13,1,50,35,70.00%,435,12.4,3,24,32,8.7,2.7,33.5,0
C.J. Anderson*\AndeC.00,DEN,23,rb,15,7,44,34,77.30%,324,9.5,2,14,51,7.4,2.3,21.6,1
Jason Avant\AvanJa00,2TM,31,,16,0,62,34,54.80%,353,10.4,1,0,41,5.7,2.1,22.1,0
Joique Bell\BellJo01,DET,28,rb,15,6,53,34,64.20%,322,9.5,1,14,28,6.1,2.3,21.5,5
Theo Riddick\RiddTh00,DET,23,rb,14,2,50,34,68.00%,316,9.3,4,14,41,6.3,2.4,22.6,0
John Carlson\CarlJo00,ARI,30,rb/TE,16,12,55,33,60.00%,350,10.6,1,17,32,6.4,2.1,21.9,0
Cordarrelle Patterson\PattCo00,MIN,23,wr,16,7,67,33,49.30%,384,11.6,1,20,28,5.7,2.1,24,1
Bobby Rainey\RainBo00,TAM,27,rb,15,5,45,33,73.30%,315,9.5,1,13,34,7,2.2,21,3
Brent Celek\CeleBr00,PHI,29,TE,16,15,51,32,62.70%,340,10.6,1,16,37,6.7,2,21.3,1
Donte Moncrief\MoncDo00,IND,21,wr,16,2,49,32,65.30%,444,13.9,3,15,79,9.1,2,27.8,0
Tavon Austin\AustTa00,STL,24,WR,15,8,44,31,70.50%,242,7.8,0,12,28,5.5,2.1,16.1,5
Charles Johnson\JohnCh08,MIN,25,wr,12,6,59,31,52.50%,475,15.3,2,19,56,8.1,2.6,39.6,1
Damaris Johnson\JohnDa04,HOU,25,WR,16,8,49,31,63.30%,331,10.7,1,15,44,6.8,1.9,20.7,2
Louis Murphy\MurpLo00,TAM,27,wr,11,3,56,31,55.40%,380,12.3,2,14,54,6.8,2.8,34.5,1
Levine Toilolo\ToilLe00,ATL,23,TE,16,16,54,31,57.40%,238,7.7,2,15,20,4.4,1.9,14.9,1
Stedman Bailey\BailSt01,STL,24,wr,14,3,46,30,65.20%,435,14.5,1,19,38,9.5,2.1,31.1,0
Devonta Freeman\FreeDe00,ATL,22,,16,0,37,30,81.10%,225,7.5,1,8,36,6.1,1.9,14.1,1
Rashad Jennings\JennRa00,NYG,29,RB,11,9,41,30,73.20%,226,7.5,0,8,27,5.5,2.7,20.5,1
Dwayne Allen\AlleDw00,IND,24,fb/TE,13,13,50,29,58.00%,395,13.6,8,24,41,7.9,2.2,30.4,1
Donald Brown\BrowDo00,SDG,27,rb,13,3,41,29,70.70%,211,7.3,0,7,24,5.1,2.2,16.2,1
Brandon Gibson\GibsBr00,MIA,27,wr,14,5,51,29,56.90%,295,10.2,1,14,40,5.8,2.1,21.1,2
Mark Ingram*\IngrMa01,NOR,25,RB,13,9,36,29,80.60%,145,5,0,5,14,4,2.2,11.2,3
Andrew Quarless\QuarAn00,GNB,26,TE,16,11,46,29,63.00%,323,11.1,3,20,34,7,1.8,20.2,0
Paul Richardson\RichPa01,SEA,22,wr,15,6,44,29,65.90%,271,9.3,1,16,32,6.2,1.9,18.1,1
Jacquizz Rodgers\RodgJa00,ATL,24,rb,16,1,40,29,72.50%,173,6,1,9,14,4.3,1.8,10.8,1
Justin Hunter\HuntJu00,TEN,23,WR,12,8,67,28,41.80%,498,17.8,3,20,75,7.4,2.3,41.5,0
LeSean McCoy*\McCoLe01,PHI,26,RB,16,16,37,28,75.70%,155,5.5,0,10,18,4.2,1.8,9.7,4
Danny Amendola\AmenDa00,NWE,29,wr,16,4,42,27,64.30%,200,7.4,1,12,21,4.8,1.7,12.5,1
Jeremy Hill\HillJe01,CIN,22,RB,16,8,32,27,84.40%,215,8,0,7,38,6.7,1.7,13.4,5
Lance Kendricks\KendLa00,STL,26,TE/wr,16,14,38,27,71.10%,259,9.6,5,17,23,6.8,1.7,16.2,0
Jerick McKinnon\McKiJe00,MIN,22,rb,11,6,41,27,65.90%,135,5,0,7,17,3.3,2.5,12.3,0
Trent Richardson\RichTr00,IND,24,RB,15,12,34,27,79.40%,229,8.5,0,9,24,6.7,1.8,15.3,2
Martavis Bryant\BryaMa00,PIT,23,wr,10,3,48,26,54.20%,549,21.1,8,16,94,11.4,2.6,54.9,0
Vernon Davis\DaviVe00,SFO,30,TE,14,14,50,26,52.00%,245,9.4,2,11,29,4.9,1.9,17.5,0
Clay Harbor\HarbCl00,JAX,27,TE,13,8,35,26,74.30%,289,11.1,1,12,59,8.3,2,22.2,0
Dexter McCluster\McClDe00,TEN,25,rb,14,2,36,26,72.20%,197,7.6,1,10,25,5.5,1.9,14.1,1
Tim Wright\WrigTi01,NWE,24,te/wr,16,2,33,26,78.80%,259,10,6,18,30,7.8,1.6,16.2,0
Eric Ebron\EbroEr00,DET,21,te,13,7,47,25,53.20%,248,9.9,1,14,22,5.3,1.9,19.1,0
Anthony Fasano\FasaAn00,KAN,30,TE,15,13,36,25,69.40%,226,9,4,15,22,6.3,1.7,15.1,0
Brian Quick\QuicBr00,STL,25,wr,7,7,39,25,64.10%,375,15,3,20,51,9.6,3.6,53.6,0
Jonathan Stewart\StewJo00,CAR,27,RB,13,8,31,25,80.60%,181,7.2,1,7,22,5.8,1.9,13.9,3
Jordan Todman\TodmJo00,JAX,24,rb,16,1,37,25,67.60%,198,7.9,1,6,26,5.4,1.6,12.4,0
Kamar Aiken\AikeKa00,BAL,25,,16,0,32,24,75.00%,267,11.1,3,15,24,8.3,1.5,16.7,0
Marlon Brown\BrowMa00,BAL,23,wr,14,1,31,24,77.40%,255,10.6,0,16,22,8.2,1.7,18.2,0
Jordan Cameron\CameJo00,CLE,26,TE,10,9,48,24,50.00%,424,17.7,2,13,81,8.8,2.4,42.4,0
Josh Gordon\GordJo02,CLE,23,wr,5,5,47,24,51.10%,303,12.6,0,16,32,6.4,4.8,60.6,0
Chris Johnson\JohnCh04,NYJ,29,rb,16,6,34,24,70.60%,151,6.3,1,9,26,4.4,1.5,9.4,1
Jeremy Ross\RossJe01,DET,26,fb/WR,16,13,35,24,68.60%,314,13.1,1,15,59,9,1.5,19.6,5
Kyle Rudolph\RudoKy00,MIN,25,TE,9,8,34,24,70.60%,231,9.6,2,13,23,6.8,2.7,25.7,1
Dion Sims\SimsDi00,MIA,23,te/wr,14,2,36,24,66.70%,284,11.8,2,13,38,7.9,1.7,20.3,0
Victor Cruz\CruzVi00,NYG,28,wr,6,6,41,23,56.10%,337,14.7,1,13,61,8.2,3.8,56.2,0
Jeff Cumberland\CumbJe00,NYJ,27,TE,16,14,47,23,48.90%,247,10.7,3,12,28,5.3,1.4,15.4,0
Chase Ford\FordCh00,MIN,24,te,11,5,35,23,65.70%,258,11.2,1,15,22,7.4,2.1,23.5,0
Denard Robinson\RobiDe00,JAX,24,RB,13,9,31,23,74.20%,124,5.4,0,7,19,4,1.8,9.5,2
De'Anthony Thomas\ThomDe05,KAN,21,wr,12,3,31,23,74.20%,156,6.8,0,8,30,5,1.9,13,0
Jaron Brown\BrowJa03,ARI,24,wr,16,2,32,22,68.80%,229,10.4,2,14,26,7.2,1.4,14.3,1
Brandon Myers\MyerBr00,TAM,29,te/wr,14,6,32,22,68.80%,190,8.6,0,8,26,5.9,1.6,13.6,0
Leon Washington\WashLe00,TEN,32,,16,0,31,22,71.00%,159,7.2,2,8,25,5.1,1.4,9.9,3
Luke Willson\WillLu00,SEA,24,TE,15,10,40,22,55.00%,362,16.5,3,14,80,9.1,1.5,24.1,0
Corey Brown\BrowPh00,CAR,23,wr,13,3,36,21,58.30%,296,14.1,2,12,47,8.2,1.6,22.8,3
Brice Butler\ButlBr00,OAK,24,,15,0,35,21,60.00%,280,13.3,2,14,55,8,1.4,18.7,0
Dan Herron\HerrDa00,IND,25,rb,16,3,26,21,80.80%,173,8.2,0,7,26,6.7,1.3,10.8,4
Ronnie Hillman\HillRo00,DEN,23,rb,8,4,34,21,61.80%,139,6.6,1,7,16,4.1,2.6,17.4,1
Austin Seferian-Jenkins\SefeAu00,TAM,22,TE,9,9,38,21,55.30%,221,10.5,2,12,30,5.8,2.3,24.6,1
Kenbrell Thompkins\ThomKe02,2TM,26,,14,7,48,21,43.80%,262,12.5,0,0,50,5.5,1.5,18.7,0
Damien Williams\WillDa05,MIA,22,,16,0,27,21,77.80%,187,8.9,1,13,32,6.9,1.3,11.7,0
Toby Gerhart\GerhTo00,JAX,27,fb/rb,14,7,24,20,83.30%,186,9.3,0,10,26,7.8,1.4,13.3,1
Steven Jackson\JackSt00,ATL,31,RB,15,15,27,20,74.10%,148,7.4,0,6,17,5.5,1.3,9.9,0
Richard Rodgers\RodgRi00,GNB,22,te,16,5,30,20,66.70%,225,11.3,2,10,43,7.5,1.3,14.1,0
Ben Watson\WatsBe00,NOR,34,TE,16,8,31,20,64.50%,136,6.8,2,9,15,4.4,1.3,8.5,0
Rhett Ellison\ElliRh00,MIN,26,TE,16,13,26,19,73.10%,208,10.9,1,12,40,8,1.2,13,0
Ladarius Green\GreeLa00,SDG,24,te,14,4,25,19,76.00%,226,11.9,0,12,28,9,1.4,16.1,0
Derek Hagan\HagaDe00,TEN,30,wr,16,3,34,19,55.90%,254,13.4,1,10,38,7.5,1.2,15.9,0
Kyle Juszczyk\JuszKy00,BAL,23,FB,16,14,27,19,70.40%,182,9.6,1,6,33,6.7,1.2,11.4,3
Charles Sims\SimsCh00,TAM,24,,8,0,27,19,70.40%,190,10,0,7,24,7,2.4,23.8,2
C.J. Spiller\SpilC.00,BUF,27,rb,9,5,22,19,86.40%,125,6.6,1,7,25,5.7,2.1,13.9,3
Travis Benjamin\BenjTr00,CLE,25,,16,0,46,18,39.10%,314,17.4,3,14,43,6.8,1.1,19.6,2
Jack Doyle\DoylJa00,IND,24,te,16,1,22,18,81.80%,118,6.6,2,7,20,5.4,1.1,7.4,0
Lance Dunbar\DunbLa00,DAL,24,,16,0,22,18,81.80%,217,12.1,0,12,40,9.9,1.1,13.6,0
Garrett Graham\GrahGa00,HOU,28,TE,11,9,28,18,64.30%,197,10.9,1,10,26,7,1.6,17.9,0
Chris Ivory\IvorCh00,NYJ,26,RB,16,10,27,18,66.70%,123,6.8,1,4,23,4.6,1.1,7.7,2
Marcedes Lewis\LewiMa00,JAX,30,TE,8,8,31,18,58.10%,206,11.4,2,10,63,6.6,2.3,25.8,0
Bruce Miller\MillBr02,SFO,27,FB,16,8,25,18,72.00%,189,10.5,2,11,22,7.6,1.1,11.8,1
Bishop Sankey\SankBi00,TEN,22,RB,16,9,23,18,78.30%,133,7.4,0,5,18,5.8,1.1,8.3,2
Zac Stacy\StacZa00,STL,23,rb,13,5,23,18,78.30%,152,8.4,0,9,17,6.6,1.4,11.7,2
James Starks\StarJa00,GNB,28,,16,0,29,18,62.10%,140,7.8,0,6,28,4.8,1.1,8.8,1
Andre Williams\WillAn00,NYG,22,rb/wr,16,7,37,18,48.60%,130,7.2,0,6,24,3.5,1.1,8.1,1
Jim Dray\DrayJi00,CLE,28,TE,16,8,27,17,63.00%,242,14.2,1,12,31,9,1.1,15.1,0
Alfred Morris*\MorrAl00,WAS,26,RB,16,16,26,17,65.40%,155,9.1,0,8,26,6,1.1,9.7,2
Latavius Murray\MurrLa00,OAK,24,rb,15,3,23,17,73.90%,143,8.4,0,3,46,6.2,1.1,9.5,1
Brandon Tate\TateBr00,CIN,27,wr,16,4,26,17,65.40%,193,11.4,1,12,50,7.4,1.1,12.1,2
Nick Toon\ToonNi00,NOR,26,wr,8,2,23,17,73.90%,215,12.6,1,13,24,9.3,2.1,26.9,1
Marquess Wilson\WilsMa02,CHI,22,wr,7,6,32,17,53.10%,140,8.2,1,7,17,4.4,2.4,20,0
Bryce Brown\BrowBr02,BUF,23,rb,7,2,25,16,64.00%,176,11,0,8,40,7,2.3,25.1,1
Knile Davis\DaviKn00,KAN,23,rb,16,1,25,16,64.00%,147,9.2,1,6,70,5.9,1,9.2,4
