Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
Daniel Fells\FellDa00,NYG,31,TE,16,9,20,16,80.00%,188,11.8,4,12,27,9.4,1,11.8,1
Tre Mason\MasoTr00,STL,21,RB,12,9,26,16,61.50%,148,9.3,1,8,35,5.7,1.3,12.3,2
Dennis Pitta\PittDe00,BAL,29,te,3,3,21,16,76.20%,125,7.8,0,7,24,6,5.3,41.7,0
Dante Rosario\RosaDa00,CHI,30,fb/te,16,3,22,16,72.70%,116,7.3,0,3,22,5.3,1,7.3,1
Robert Turbin\TurbRo00,SEA,25,fb/rb,16,3,20,16,80.00%,186,11.6,2,9,34,9.3,1,11.6,1
Albert Wilson\WilsAl02,KAN,22,wr,12,2,28,16,57.10%,260,16.3,0,12,48,9.3,1.3,21.7,0
Donnie Avery\AverDo00,KAN,30,wr,6,3,26,15,57.70%,176,11.7,0,8,27,6.8,2.5,29.3,1
Alfred Blue\BlueAl00,HOU,23,rb,16,3,18,15,83.30%,113,7.5,1,7,22,6.3,0.9,7.1,0
Corey Fuller\FullCo00,DET,24,wr,16,2,31,14,45.20%,212,15.1,1,11,52,6.8,0.9,13.3,1
Ted Ginn\GinnTe00,ARI,29,,16,0,26,14,53.80%,190,13.6,0,9,27,7.3,0.9,11.9,3
Josh Hill\HillJo02,NOR,24,te,16,3,20,14,70.00%,176,12.6,5,9,37,8.8,0.9,11,0
Brandon Lloyd\LloyBr00,SFO,33,wr,14,3,35,14,40.00%,294,21,1,11,80,8.4,1,21,0
Lance Moore\MoorLa00,PIT,31,wr,14,2,26,14,53.80%,198,14.1,2,11,29,7.6,1,14.1,0
Jacob Tamme\TammJa00,DEN,29,,15,0,28,14,50.00%,109,7.8,2,4,26,3.9,0.9,7.3,1
Gary Barnidge\BarnGa01,CLE,29,te,13,2,25,13,52.00%,156,12,0,9,28,6.2,1,12,0
Brenton Bersin\BersBr00,CAR,24,wr,15,1,20,13,65.00%,151,11.6,1,11,29,7.6,0.9,10.1,3
Doug Martin\MartDo00,TAM,25,RB,11,11,20,13,65.00%,64,4.9,0,3,20,3.2,1.2,5.8,0
Logan Paulsen\PaulLo00,WAS,27,TE/wr,16,12,16,13,81.30%,78,6,1,2,16,4.9,0.8,4.9,1
Antone Smith\SmitAn01,ATL,29,,10,0,15,13,86.70%,222,17.1,3,5,74,14.8,1.3,22.2,1
Daniel Thomas\ThomDa03,MIA,27,,12,0,19,13,68.40%,121,9.3,0,8,25,6.4,1.1,10.1,1
Justin Brown\BrowJu00,PIT,23,wr,8,1,21,12,57.10%,94,7.8,0,4,18,4.5,1.5,11.8,1
Vincent Brown\BrowVi00,OAK,25,,7,0,21,12,57.10%,118,9.8,0,6,20,5.6,1.7,16.9,0
Cooper Helfet\HelfCo00,SEA,25,te,10,2,24,12,50.00%,185,15.4,2,9,36,7.7,1.2,18.5,0
Junior Hemingway\HemiJu00,KAN,26,wr,14,1,22,12,54.50%,108,9,0,8,17,4.9,0.9,7.7,0
Carlos Hyde\HydeCa00,SFO,24,,14,0,16,12,75.00%,68,5.7,0,4,16,4.3,0.9,4.9,1
Dontrelle Inman\InmaDo00,SDG,25,,7,0,17,12,70.60%,158,13.2,0,7,28,9.3,1.7,22.6,0
Rishard Matthews\MattRi00,MIA,25,,14,0,22,12,54.50%,135,11.3,2,9,23,6.1,0.9,9.6,1
Denarius Moore\MoorDe02,OAK,26,wr,10,2,27,12,44.40%,115,9.6,0,6,28,4.3,1.2,11.5,1
Austin Pettis\PettAu00,2TM,26,,9,0,17,12,70.60%,118,9.8,1,0,27,6.9,1.3,13.1,0
Mike Tolbert\TolbMi00,CAR,29,fb,8,6,17,12,70.60%,93,7.8,0,4,18,5.5,1.5,11.6,0
Chris Givens\GiveCh00,STL,25,,14,0,20,11,55.00%,159,14.5,1,5,47,8,0.8,11.4,0
Frank Gore\GoreFr00,SFO,31,RB,16,16,19,11,57.90%,111,10.1,1,2,55,5.8,0.7,6.9,2
Maurice Jones-Drew\DrewMa00,OAK,29,rb,12,1,16,11,68.80%,71,6.5,0,3,12,4.4,0.9,5.9,1
Ricardo Lockette\LockRi00,SEA,28,,16,0,15,11,73.30%,195,17.7,2,5,48,13,0.7,12.2,0
Bilal Powell\PoweBi00,NYJ,26,rb,15,1,15,11,73.30%,92,8.4,0,5,20,6.1,0.7,6.1,0
Stepfan Taylor\TaylSt00,ARI,23,rb,14,4,15,11,73.30%,79,7.2,3,5,18,5.3,0.8,5.6,0
Terrance West\WestTe00,CLE,23,rb,14,6,13,11,84.60%,64,5.8,1,3,11,4.9,0.8,4.6,2
Darrel Young\YounDa01,WAS,27,FB,16,10,14,11,78.60%,81,7.4,2,6,20,5.8,0.7,5.1,0
LeGarrette Blount\BlouLe00,2TM,28,,16,1,12,10,83.30%,54,5.4,0,0,13,4.5,0.6,3.4,1
Ed Dickson\DickEd00,CAR,27,fb/te/wr,16,10,17,10,58.80%,115,11.5,1,9,34,6.8,0.6,7.2,1
Crockett Gillmore\GillCr00,BAL,23,te,15,1,15,10,66.70%,121,12.1,1,8,22,8.1,0.7,8.1,0
Ryan Griffin\GrifRy00,HOU,24,te,16,2,16,10,62.50%,91,9.1,1,5,25,5.7,0.6,5.7,0
Ryan Hewitt\HewiRy00,CIN,23,fb/RB,16,11,15,10,66.70%,86,8.6,0,3,19,5.7,0.6,5.4,0
Peyton Hillis\HillPe00,NYG,28,,9,0,16,10,62.50%,87,8.7,0,2,26,5.4,1.1,9.7,0
Josh Morgan\MorgJo00,CHI,29,wr,14,7,19,10,52.60%,70,7,1,4,13,3.7,0.7,5,0
Santana Moss\MossSa00,WAS,35,,10,0,15,10,66.70%,116,11.6,0,6,19,7.7,1,11.6,0
Brandon Pettigrew\PettBr00,DET,29,TE,14,9,15,10,66.70%,70,7,0,4,13,4.7,0.7,5,0
Anthony Sherman\SherAn00,KAN,26,fb,16,6,14,10,71.40%,71,7.1,1,4,24,5.1,0.6,4.4,0
Eric Weems\WeemEr00,ATL,29,,16,0,11,10,90.90%,102,10.2,2,5,40,9.3,0.6,6.4,0
Montee Ball\BallMo00,DEN,24,rb,5,3,13,9,69.20%,62,6.9,0,2,16,4.8,1.8,12.4,1
Joe Banyard\BanyJo00,MIN,26,,15,0,11,9,81.80%,62,6.9,0,4,12,5.6,0.6,4.1,0
Derek Carrier\CarrDe00,SFO,24,te,11,1,14,9,64.30%,105,11.7,0,4,23,7.5,0.8,9.5,1
Isaiah Crowell\CrowIs00,CLE,21,rb,16,4,14,9,64.30%,87,9.7,0,4,19,6.2,0.6,5.4,3
Patrick DiMarco\DiMaPa00,ATL,25,fb,16,7,14,9,64.30%,62,6.9,1,4,16,4.4,0.6,3.9,0
Gavin Escobar\EscoGa00,DAL,23,te,16,1,13,9,69.20%,105,11.7,4,7,26,8.1,0.6,6.6,0
MarQueis Gray\GrayMa00,2TM,25,,13,5,11,9,81.80%,134,14.9,0,0,41,12.2,0.7,10.3,0
Rob Housler\HousRo01,ARI,26,te,15,7,17,9,52.90%,129,14.3,0,7,27,7.6,0.6,8.6,1
A.J. Jenkins\JenkA.00,KAN,25,wr,9,2,15,9,60.00%,93,10.3,0,5,27,6.2,1,10.3,1
Jacoby Jones\JoneJa03,BAL,30,,16,0,18,9,50.00%,131,14.6,0,6,31,7.3,0.6,8.2,4
Erik Lorig\LoriEr99,NOR,28,fb,10,6,10,9,90.00%,27,3,1,2,14,2.7,0.9,2.7,1
Ryan Mathews\MathRy00,SDG,27,rb,6,6,10,9,90.00%,69,7.7,0,4,16,6.9,1.5,11.5,1
Kevin Norwood\NorwKe00,SEA,25,wr,9,2,10,9,90.00%,102,11.3,0,5,31,10.2,1,11.3,0
Dane Sanzenbacher\SanzDa00,CIN,26,wr,10,1,15,9,60.00%,105,11.7,0,5,26,7,0.9,10.5,1
Rod Streater\StreRo00,OAK,26,wr,3,3,13,9,69.20%,84,9.3,1,5,17,6.5,3,28,0
Ben Tate\TateBe00,2TM,26,,11,6,12,9,75.00%,60,6.7,0,0,23,5,0.8,5.5,0
Anthony Dixon\DixoAn00,BUF,27,,16,0,9,8,88.90%,49,6.1,0,3,10,5.4,0.5,3.1,1
Cory Harkey\HarkCo00,STL,24,fb/TE,16,13,11,8,72.70%,55,6.9,1,5,21,5,0.5,3.4,0
Santonio Holmes\HolmSa00,CHI,30,wr,9,2,14,8,57.10%,67,8.4,0,6,15,4.8,0.9,7.4,1
Josh Huff\HuffJo00,PHI,23,,12,0,18,8,44.40%,98,12.3,0,4,44,5.4,0.7,8.2,1
Robert Hughes\HughRo00,ARI,25,fb/rb,16,4,12,8,66.70%,140,17.5,0,7,49,11.7,0.5,8.8,0
Tony Moeaki\MoeaTo00,SEA,27,te,6,2,13,8,61.50%,134,16.8,1,6,63,10.3,1.3,22.3,0
David Nelson\NelsDa01,NYJ,28,wr,6,5,16,8,50.00%,65,8.1,0,4,17,4.1,1.3,10.8,2
Silas Redd\ReddSi00,WAS,22,,15,0,10,8,80.00%,107,13.4,0,5,37,10.7,0.5,7.1,1
Khiry Robinson\RobiKh00,NOR,25,rb,10,3,11,8,72.70%,63,7.9,0,3,17,5.7,0.8,6.3,2
Greg Salas\SalaGr00,NYJ,26,wr,10,2,23,8,34.80%,167,20.9,0,6,51,7.3,0.8,16.7,0
Lorenzo Taliaferro\TaliLo00,BAL,23,,13,0,10,8,80.00%,114,14.3,0,4,29,11.4,0.6,8.8,1
Adam Thielen\ThieAd00,MIN,24,wr,16,2,13,8,61.50%,137,17.1,1,7,44,10.5,0.5,8.6,0
Mike Williams\WillMi04,BUF,27,,9,0,19,8,42.10%,142,17.8,1,3,80,7.5,0.9,15.8,0
Dri Archer\ArchDr00,PIT,23,,12,0,10,7,70.00%,23,3.3,0,0,15,2.3,0.6,1.9,0
Mike Brown\BrowMi00,JAX,25,wr,5,1,15,7,46.70%,88,12.6,0,5,17,5.9,1.4,17.6,1
Rex Burkhead\BurkRe00,CIN,24,,9,0,10,7,70.00%,49,7,0,3,15,4.9,0.8,5.4,0
Michael Campanaro\CampMi02,BAL,23,,4,0,9,7,77.80%,102,14.6,1,5,19,11.3,1.8,25.5,0
Chris Gragg\GragCh00,BUF,24,te/wr,10,5,10,7,70.00%,48,6.9,1,4,14,4.8,0.7,4.8,0
Ryan Grant\GranRy01,WAS,24,wr,16,2,15,7,46.70%,68,9.7,0,4,21,4.5,0.4,4.3,0
Marion Grice\GricMa00,ARI,23,,10,0,11,7,63.60%,29,4.1,0,3,15,2.6,0.7,2.9,0
Dwayne Harris\HarrDw00,DAL,27,,16,0,12,7,58.30%,116,16.6,0,2,56,9.7,0.4,7.3,4
Robert Meachem\MeacRo00,NOR,30,wr,11,2,20,7,35.00%,114,16.3,0,7,25,5.7,0.6,10.4,0
Lee Smith\SmitLe00,BUF,27,TE,14,10,8,7,87.50%,42,6,1,3,18,5.3,0.5,3,0
Luke Stocker\StocLu00,TAM,26,te/wr,13,7,11,7,63.60%,41,5.9,0,2,11,3.7,0.5,3.2,0
Will Ta'ufo'ou\TaufWi00,JAX,28,fb,16,4,8,7,87.50%,81,11.6,0,5,26,10.1,0.4,5.1,0
Chase Coffman\CoffCh00,TEN,28,te,13,3,14,6,42.90%,64,10.7,1,4,18,4.6,0.5,4.9,0
James Develin\DeveJa00,NWE,26,fb/rb,16,4,8,6,75.00%,43,7.2,0,3,13,5.4,0.4,2.7,1
Kris Durham\DurhKr00,TEN,26,,4,0,11,6,54.50%,54,9,0,2,14,4.9,1.5,13.5,0
Bruce Ellington\ElliBr00,SFO,23,,13,0,12,6,50.00%,62,10.3,2,5,20,5.2,0.5,4.8,1
Joseph Fauria\FaurJo00,DET,24,,7,0,12,6,50.00%,74,12.3,1,4,26,6.2,0.9,10.6,0
Virgil Green\GreeVi00,DEN,26,TE,13,9,6,6,100.00%,74,12.3,1,5,38,12.3,0.5,5.7,0
Jonathan Grimes\GrimJo01,HOU,25,,16,0,8,6,75.00%,86,14.3,0,4,31,10.8,0.4,5.4,0
Robert Herron\HerrRo00,TAM,22,,8,0,12,6,50.00%,58,9.7,1,3,16,4.8,0.8,7.3,0
Jerrel Jernigan\JernJe00,NYG,25,wr,2,1,9,6,66.70%,40,6.7,0,2,11,4.4,3,20,0
Will Johnson\JohnWi00,PIT,25,fb,16,5,9,6,66.70%,41,6.8,0,3,18,4.6,0.4,2.6,0
Brian Leonhardt\LeonBr01,OAK,24,te,12,3,8,6,75.00%,35,5.8,1,2,12,4.4,0.5,2.9,0
Greg Little\LittGr00,CIN,25,wr,6,1,12,6,50.00%,69,11.5,0,3,21,5.8,1,11.5,0
Keshawn Martin\MartKe01,HOU,24,,16,0,12,6,50.00%,78,13,0,3,32,6.5,0.4,4.9,0
Joe McKnight\McKnJo00,KAN,26,,2,0,7,6,85.70%,64,10.7,2,5,26,9.1,3,32,0
Zach Miller\MillZa01,SEA,29,te,3,3,7,6,85.70%,76,12.7,0,3,24,10.9,2,25.3,0
Chris Owusu\OwusCh00,2TM,24,,8,0,6,6,100.00%,78,13,1,0,36,13,0.8,9.8,0
Ace Sanders\SandAc00,JAX,23,,12,0,7,6,85.70%,55,9.2,0,1,24,7.9,0.5,4.6,2
Chris Thompson\ThomCh03,WAS,24,,2,0,7,6,85.70%,27,4.5,1,2,9,3.9,3,13.5,0
Zurlon Tipton\TiptZu01,IND,24,,6,0,6,6,100.00%,68,11.3,1,5,32,11.3,1,11.3,0
Bryan Walters\WaltBr00,SEA,27,,13,0,11,6,54.50%,57,9.5,0,3,17,5.2,0.5,4.4,0
Jackie Battle\BattJa00,TEN,31,fb,16,1,5,5,100.00%,28,5.6,0,2,12,5.6,0.3,1.8,0
Kevin Brock\BrocKe00,CIN,28,te,14,2,6,5,83.30%,21,4.2,0,2,10,3.5,0.4,1.5,0
Ronnie Brown\BrowRo05,2TM,33,,10,0,8,5,62.50%,44,8.8,0,0,24,5.5,0.5,4.4,0
Andre Caldwell\CaldAn00,DEN,29,wr,16,2,15,5,33.30%,47,9.4,0,4,15,3.1,0.3,2.9,0
Ka'Deem Carey\CareKa00,CHI,22,,14,0,6,5,83.30%,57,11.4,0,2,18,9.5,0.4,4.1,0
Jed Collins\CollJe01,DET,28,fb,16,2,6,5,83.30%,39,7.8,1,2,24,6.5,0.3,2.4,0
Orleans Darkwa\DarkOr00,2TM,22,,11,0,6,5,83.30%,48,9.6,0,0,17,8,0.5,4.4,0
Darren Fells\FellDa01,ARI,28,te,10,5,12,5,41.70%,71,14.2,0,4,24,5.9,0.5,7.1,0
Jeff Maehl\MaehJe00,PHI,25,,8,0,5,5,100.00%,46,9.2,0,1,15,9.2,0.6,5.8,0
Kevin Ogletree\OgleKe00,NYG,27,,7,0,9,5,55.60%,50,10,0,2,15,5.6,0.7,7.1,0
Jamize Olawale\OlawJa00,OAK,25,,16,0,6,5,83.30%,18,3.6,2,2,7,3,0.3,1.1,0
Darrin Reaves\ReavDa00,CAR,21,rb,6,1,8,5,62.50%,31,6.2,0,1,16,3.9,0.8,5.2,0
Adrien Robinson\RobiAd00,NYG,26,te,16,1,7,5,71.40%,50,10,1,3,29,7.1,0.3,3.1,0
Zach Sudfeld\SudfZa00,NYJ,25,fb/te,16,3,7,5,71.40%,85,17,0,3,38,12.1,0.3,5.3,0
Frank Summers\SummFr00,BUF,29,fb,10,6,8,5,62.50%,9,1.8,0,0,4,1.1,0.5,0.9,0
Brian Tyms\TymsBr00,NWE,25,wr,11,2,11,5,45.50%,82,16.4,1,3,43,7.5,0.5,7.5,0
Corey Washington\WashCo01,NYG,23,,14,0,8,5,62.50%,52,10.4,1,4,20,6.5,0.4,3.7,0
James White\WhitJa02,NWE,22,,3,0,5,5,100.00%,23,4.6,0,1,11,4.6,1.7,7.7,0
Fozzy Whittaker\WhitFo00,CAR,25,rb,10,1,6,5,83.30%,60,12,1,2,26,10,0.5,6,0
DeAngelo Williams\WillDe02,CAR,31,rb,6,6,6,5,83.30%,44,8.8,0,2,30,7.3,0.8,7.3,1
Danny Woodhead\WoodDa02,SDG,29,,3,0,6,5,83.30%,34,6.8,0,4,14,5.7,1.7,11.3,0
James Wright\WrigJa03,CIN,23,,11,0,16,5,31.30%,91,18.2,0,5,30,5.7,0.5,8.3,0
Seyi Ajirotutu\AjirSe00,SDG,27,wr,16,1,12,4,33.30%,45,11.3,0,4,17,3.8,0.3,2.8,0
C.J. Fiedorowicz\FiedC.00,HOU,23,TE,15,8,7,4,57.10%,28,7,1,1,9,4,0.3,1.9,0
Frankie Hammond\HammFr00,KAN,24,wr,16,3,11,4,36.40%,45,11.3,0,2,22,4.1,0.3,2.8,0
James Hanna\HannJa00,DAL,25,TE,16,12,6,4,66.70%,48,12,0,3,27,8,0.3,3,0
John Kuhn*+\KuhnJo00,GNB,32,fb,16,2,4,4,100.00%,23,5.8,0,0,9,5.8,0.3,1.4,0
Joe Morgan\MorgJo01,NOR,26,wr,5,2,10,4,40.00%,92,23,0,3,62,9.2,0.8,18.4,0
Joseph Randle\RandJo01,DAL,23,,16,0,5,4,80.00%,23,5.8,0,1,14,4.6,0.3,1.4,2
Stevan Ridley\RidlSt00,NWE,25,rb,6,5,5,4,80.00%,20,5,0,0,7,4,0.7,3.3,0
Russell Shepard\ShepRu00,TAM,24,,16,0,8,4,50.00%,63,15.8,0,3,23,7.9,0.3,3.9,0
Juwan Thompson\ThomJu01,DEN,22,,15,0,7,4,57.10%,25,6.3,0,0,14,3.6,0.3,1.7,1
Brandon Williams\WillBr04,CAR,27,,14,0,8,4,50.00%,44,11,0,4,16,5.5,0.3,3.1,0
Ray Agnew\AgneRa00,CLE,23,FB,12,9,9,3,33.30%,15,5,0,1,12,1.7,0.3,1.3,0
Jarrett Boykin\BoykJa00,GNB,25,wr,13,3,12,3,25.00%,23,7.7,0,1,11,1.9,0.2,1.8,0
James Casey\CaseJa00,PHI,30,te,16,2,3,3,100.00%,59,19.7,2,3,26,19.7,0.2,3.7,0
Aaron Dobson\DobsAa00,NWE,23,wr,4,1,5,3,60.00%,38,12.7,0,2,16,7.6,0.8,9.5,0
Tyler Eifert\EifeTy00,CIN,24,te,1,1,3,3,100.00%,37,12.3,0,2,20,12.3,3,37,0
T.J. Graham\GrahT.00,NYJ,25,,12,0,8,3,37.50%,87,29,1,2,67,10.9,0.3,7.3,0
Demetrius Harris\HarrDe03,KAN,23,te,8,3,5,3,60.00%,20,6.7,0,2,10,4,0.4,2.5,0
Darrius Heyward-Bey\HeywDa00,PIT,27,wr,16,1,5,3,60.00%,33,11,0,1,17,6.6,0.2,2.1,1
Michael Hoomanawanui\HoomMi00,NWE,26,TE,16,12,6,3,50.00%,44,14.7,0,2,23,7.3,0.2,2.8,0
Gator Hoskins\HoskHa00,2TM,23,,15,0,4,3,75.00%,21,7,0,0,14,5.3,0.2,1.4,0
Troy Niklas\NiklTr00,ARI,22,te,7,2,3,3,100.00%,38,12.7,0,2,17,12.7,0.4,5.4,0
Quinton Patton\PattQu00,SFO,24,,4,0,8,3,37.50%,44,14.7,0,1,35,5.5,0.8,11,1
Cedric Peerman\PeerCe00,CIN,28,,16,0,5,3,60.00%,27,9,0,1,17,5.4,0.2,1.7,1
Alfonso Smith\SmitAl22,SFO,27,,6,0,4,3,75.00%,11,3.7,0,0,5,2.8,0.5,1.8,0
Matt Spaeth\SpaeMa00,PIT,31,te/wr,15,8,4,3,75.00%,46,15.3,1,2,33,11.5,0.2,3.1,0
Phillip Supernaw\SupePh00,2TM,24,,8,1,3,3,100.00%,30,10,0,0,29,10,0.4,3.8,0
Fitzgerald Toussaint\TousFi00,BAL,24,,4,0,6,3,50.00%,27,9,0,1,15,4.5,0.8,6.8,0
J.J. Watt*+\WattJ.00,HOU,25,DE,16,16,3,3,100.00%,4,1.3,3,3,2,1.3,0.2,0.3,0
Trey Watts\WattTr00,STL,23,,14,0,4,3,75.00%,18,6,0,2,11,4.5,0.2,1.3,0
Antonio Andrews\AndrAn00,TEN,22,,4,0,2,2,100.00%,11,5.5,0,0,6,5.5,0.5,2.8,0
David Ausberry\AusbDa00,OAK,27,,6,0,4,2,50.00%,14,7,0,0,7,3.5,0.3,2.3,0
Tommy Bohanon\BohaTo00,NYJ,24,fb,4,2,2,2,100.00%,30,15,0,2,16,15,0.5,7.5,0
Brandon Bolden\BoldBr00,NWE,24,rb,16,2,6,2,33.30%,8,4,0,0,4,1.3,0.1,0.5,0
Brandon Bostick\BostBr00,GNB,25,,13,0,4,2,50.00%,3,1.5,1,1,2,0.8,0.2,0.2,0
Ryan Broyles\BroyRy00,DET,26,,5,0,5,2,40.00%,25,12.5,0,2,21,5,0.4,5,0
Garrett Celek\CeleGa00,SFO,26,te,3,1,2,2,100.00%,53,26.5,0,2,31,26.5,0.7,17.7,0
Derrick Coleman\ColeDe00,SEA,24,fb,5,1,2,2,100.00%,29,14.5,1,2,15,14.5,0.4,5.8,0
John Conner\ConnJo00,NYJ,27,fb,12,3,3,2,66.70%,35,17.5,1,2,26,11.7,0.2,2.9,0
Michael Cox\CoxxMi00,NYG,26,,4,0,3,2,66.70%,9,4.5,0,0,9,3,0.5,2.3,0
Jonathan Dwyer\DwyeJo00,ARI,25,,2,0,3,2,66.70%,8,4,0,0,5,2.7,1,4,0
Gabe Jackson\JackGa00,OAK,23,LG,13,12,2,2,100.00%,-5,-2.5,0,0,1,-2.5,0.2,-0.4,0
Nic Jacobs\JacoNi00,JAX,23,te,13,4,3,2,66.70%,16,8,1,2,14,5.3,0.2,1.2,0
Jeff Janis\JaniJe00,GNB,23,,3,0,2,2,100.00%,16,8,0,2,9,8,0.7,5.3,0
Austin Johnson\JohnAu00,NOR,25,fb,7,1,2,2,100.00%,15,7.5,1,2,13,7.5,0.3,2.1,0
Tavarres King\KingTa00,2TM,24,,2,0,3,2,66.70%,13,6.5,0,0,7,4.3,1,6.5,0
Cody Latimer\LatiCo00,DEN,22,,8,0,4,2,50.00%,23,11.5,0,1,14,5.8,0.3,2.9,0
Vance McDonald\McDoVa00,SFO,24,te,8,4,8,2,25.00%,30,15,0,0,21,3.8,0.3,3.8,1
Bear Pascoe\PascBe00,ATL,28,te,16,2,2,2,100.00%,3,1.5,1,1,2,1.5,0.1,0.2,0
Adrian Peterson\PeteAd01,MIN,29,rb,1,1,3,2,66.70%,18,9,0,1,9,6,2,18,0
Bernard Pierce\PierBe00,BAL,23,rb,13,2,6,2,33.30%,13,6.5,0,0,7,2.2,0.2,1,1
Chris Polk\PolkCh00,PHI,25,,14,0,3,2,66.70%,16,8,0,1,15,5.3,0.1,1.1,1
Craig Stevens\StevCr00,TEN,30,te,5,4,2,2,100.00%,26,13,0,1,20,13,0.4,5.2,0
Devin Street\StreDe00,DAL,23,,16,0,7,2,28.60%,18,9,0,1,9,2.6,0.1,1.1,0
Taylor Thompson\ThomTa00,TEN,25,te,3,1,4,2,50.00%,24,12,0,2,13,6,0.7,8,0
Griff Whalen\WhalGr00,IND,24,,10,0,3,2,66.70%,23,11.5,0,2,18,7.7,0.2,2.3,2
Kerwynn Williams\WillKe05,ARI,23,,5,0,6,2,33.30%,11,5.5,0,0,6,1.8,0.4,2.2,1
Isa Abdul-Quddus\AbduIs00,DET,25,db/ss,16,4,1,1,100.00%,3,3,0,0,3,3,0.1,0.2,0
Khalif Barnes\BarnKh20,OAK,32,lg/RT/t,14,13,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,1
Antwon Blake\BlakAn00,PIT,24,lcb,16,1,1,1,100.00%,25,25,0,1,25,25,0.1,1.6,0
Cameron Brate\BratCa00,TAM,23,te,5,1,1,1,100.00%,17,17,0,1,17,17,0.2,3.4,0
Drew Brees*\BreeDr00,NOR,35,QB,16,16,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,7
Anthony Castonzo\CastAn00,IND,26,LT,16,16,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0
Tyler Clutts\ClutTy00,DAL,30,fb,16,1,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,0
Josh Cribbs\CribJo01,IND,31,,6,0,1,1,100.00%,8,8,0,0,8,8,0.2,1.3,3
Andy Dalton*\DaltAn00,CIN,27,QB,16,16,1,1,100.00%,18,18,1,1,18,18,0.1,1.1,4
Kevin Dorsey\DorsKe01,GNB,24,,3,0,2,1,50.00%,4,4,0,0,4,2,0.3,1.3,0
Marquise Goodwin\GoodMa00,BUF,24,,10,0,9,1,11.10%,42,42,0,1,42,4.7,0.1,4.2,1
Jonas Gray\GrayJo00,NWE,24,rb,8,3,3,1,33.30%,7,7,0,0,7,2.3,0.1,0.9,0
Shonn Greene\GreeSh00,TEN,29,rb,13,5,3,1,33.30%,13,13,0,1,13,4.3,0.1,1,1
DuJuan Harris\HarrDu01,GNB,26,,15,0,2,1,50.00%,11,11,0,1,11,5.5,0.1,0.7,0
Shaun Hill\HillSh00,STL,34,QB,9,8,1,1,100.00%,0,0,0,0,0,0,0.1,0,7
Mike James\JameMi00,TAM,23,,11,0,1,1,100.00%,-5,-5,0,0,-5,-5,0.1,-0.5,0
Marcel Jensen\JensMa01,JAX,24,,1,0,1,1,100.00%,8,8,0,0,8,8,1,8,0
David Johnson\JohnDa05,SDG,27,,14,2,,1,0.00%,4,4,0,0,4,,0.1,0.3,0
Storm Johnson\JohnSt03,JAX,22,rb,6,1,1,1,100.00%,-4,-4,0,0,-4,-4,0.2,-0.7,0
Karl Klug\KlugKa00,TEN,26,,16,0,1,1,100.00%,9,9,0,1,9,9,0.1,0.6,0
Jorvorskie Lane\LaneJo00,TAM,27,fb,9,4,1,1,100.00%,3,3,0,0,3,3,0.1,0.3,0
Brian Leonard\LeonBr00,NOR,30,,1,0,1,1,100.00%,15,15,0,1,15,15,1,15,0
Christine Michael\MichCh00,SEA,24,,10,0,2,1,50.00%,12,12,0,0,12,6,0.1,1.2,1
Knowshon Moreno\MoreKn00,MIA,27,,3,0,1,1,100.00%,8,8,0,0,8,8,0.3,2.7,0
Michael Palmer\PalmMi00,PIT,26,te,15,1,2,1,50.00%,1,1,1,1,1,0.5,0.1,0.1,0
Donald Penn\PennDo20,OAK,31,LT,16,16,1,1,100.00%,3,3,1,1,3,3,0.1,0.2,0
Senorise Perry\PerrSe00,CHI,23,,16,0,1,1,100.00%,-1,-1,0,0,-1,-1,0.1,-0.1,0
John Phillips\PhilJo00,SDG,27,te,16,1,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0
DeVier Posey\PoseDe00,HOU,24,wr,1,1,1,1,100.00%,30,30,0,1,30,30,1,30,0
Maurkice Pouncey*+\PounMa20,PIT,25,C,16,16,1,1,100.00%,0,0,0,0,0,0,0.1,0,0
Jay Prosch\ProsJa00,HOU,22,fb,16,5,4,1,25.00%,24,24,0,1,24,6,0.1,1.5,0
Aldrick Robinson\RobiAl00,2TM,26,,7,0,,1,0.00%,6,6,0,0,6,,0.1,0.9,0
Courtney Roby\RobyCo00,ATL,31,,4,0,2,1,50.00%,11,11,0,1,11,5.5,0.3,2.8,0
Jalen Saunders\SaunJa00,4TM,22,,15,0,1,1,100.00%,7,7,0,0,7,7,0.1,0.5,2
Brian Schwenke\SchwBr00,TEN,23,C,11,11,1,1,100.00%,6,6,0,0,6,6,0.1,0.5,1
Brad Smith\SmitBr01,PHI,31,,13,0,3,1,33.30%,11,11,0,1,11,3.7,0.1,0.8,0
Micheal Spurlock\SpurMi00,CHI,31,,1,0,3,1,33.30%,8,8,0,0,8,2.7,1,8,0
Ryan Tannehill\TannRy00,MIA,26,QB,16,16,1,1,100.00%,-4,-4,0,0,0,-4,0.1,-0.3,10
Will Tukuafu\TukuWi00,SEA,30,fb,9,2,2,1,50.00%,4,4,0,1,4,2,0.1,0.4,0
