Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
Pierre Garcon\GarcPi00,WAS,27,WR,16,16,181,113,62.40%,1346,11.9,5,61,53,7.4,7.1,84.1,1
Antonio Brown*\BrowAn04,PIT,25,WR,16,14,167,110,65.90%,1499,13.6,8,70,56,9,6.9,93.7,1
Andre Johnson*\JohnAn02,HOU,32,WR,16,16,181,109,60.20%,1407,12.9,5,69,62,7.8,6.8,87.9,0
Julian Edelman\EdelJu00,NWE,27,WR,16,11,151,105,69.50%,1056,10.1,6,54,44,7,6.6,66,6
Brandon Marshall*\MarsBr00,CHI,29,WR,16,16,164,100,61.00%,1295,13,12,70,44,7.9,6.3,80.9,0
A.J. Green*\GreeA.00,CIN,25,WR,16,16,178,98,55.10%,1426,14.6,11,65,82,8,6.1,89.1,1
Kendall Wright\WrigKe01,TEN,24,WR,16,12,139,94,67.60%,1079,11.5,2,55,45,7.8,5.9,67.4,2
Dez Bryant*\BryaDe01,DAL,25,WR,16,16,159,93,58.50%,1233,13.3,13,68,79,7.8,5.8,77.1,3
Demaryius Thomas*\ThomDe03,DEN,26,WR,16,16,142,92,64.80%,1430,15.5,14,66,78,10.1,5.8,89.4,2
Alshon Jeffery*\JeffAl00,CHI,23,WR,16,14,148,89,60.10%,1421,16,7,62,80,9.6,5.6,88.8,3
Eric Decker\DeckEr00,DEN,26,WR,16,16,136,87,64.00%,1288,14.8,11,63,61,9.5,5.4,80.5,2
Josh Gordon*+\GordJo02,CLE,22,WR,14,14,159,87,54.70%,1646,18.9,9,64,95,10.4,6.2,117.6,0
Jimmy Graham*+\GrahJi00,NOR,27,TE/wr,16,12,142,86,60.60%,1215,14.1,16,61,56,8.6,5.4,75.9,0
Anquan Boldin\BoldAn00,SFO,33,WR,16,16,129,85,65.90%,1179,13.9,7,63,63,9.1,5.3,73.7,0
Harry Douglas\DougHa00,ATL,29,WR,16,11,132,85,64.40%,1067,12.6,2,47,80,8.1,5.3,66.7,3
Jordy Nelson\NelsJo00,GNB,28,WR,16,16,127,85,66.90%,1314,15.5,8,60,76,10.3,5.3,82.1,0
Calvin Johnson*+\JohnCa00,DET,28,WR,14,14,156,84,53.80%,1492,17.8,12,69,87,9.6,6,106.6,1
Tony Gonzalez*\GonzTo00,ATL,37,TE,16,16,121,83,68.60%,859,10.3,8,57,25,7.1,5.2,53.7,0
Larry Fitzgerald*\FitzLa00,ARI,30,WR,16,16,135,82,60.70%,954,11.6,10,49,75,7.1,5.1,59.6,1
T.Y. Hilton\HiltT.00,IND,24,WR,16,10,139,82,59.00%,1083,13.2,5,46,73,7.8,5.1,67.7,1
DeSean Jackson*\JackDe00,PHI,27,WR,16,16,126,82,65.10%,1332,16.2,9,60,61,10.6,5.1,83.3,1
Jordan Cameron*\CameJo00,CLE,25,TE,15,14,118,80,67.80%,917,11.5,7,47,53,7.8,5.3,61.1,1
Vincent Jackson\JackVi00,TAM,30,WR,16,16,160,78,48.80%,1224,15.7,7,60,60,7.7,4.9,76.5,1
Antonio Gates\GateAn00,SDG,33,TE,16,15,114,77,67.50%,872,11.3,4,49,56,7.6,4.8,54.5,2
Pierre Thomas\ThomPi00,NOR,29,RB,16,9,84,77,91.70%,513,6.7,3,21,29,6.1,4.8,32.1,2
Brian Hartline\HartBr00,MIA,27,WR,16,15,133,76,57.10%,1016,13.4,4,53,50,7.6,4.8,63.5,0
Danny Woodhead\WoodDa02,SDG,28,rb,16,2,88,76,86.40%,605,8,6,32,39,6.9,4.8,37.8,2
Marques Colston\ColsMa00,NOR,30,WR,15,11,111,75,67.60%,943,12.6,5,54,35,8.5,5,62.9,0
Matt Forte*\FortMa00,CHI,28,RB,16,16,95,74,77.90%,594,8,3,26,34,6.3,4.6,37.1,2
Victor Cruz\CruzVi00,NYG,27,WR,14,12,122,73,59.80%,998,13.7,4,45,70,8.2,5.2,71.3,1
Greg Olsen\OlseGr00,CAR,28,TE,16,16,111,73,65.80%,816,11.2,6,45,31,7.4,4.6,51,0
Mike Wallace\WallMi00,MIA,27,WR,16,16,141,73,51.80%,930,12.7,5,46,57,6.6,4.6,58.1,0
Wes Welker\WelkWe00,DEN,32,WR,13,13,111,73,65.80%,778,10.7,10,49,33,7,5.6,59.8,1
Jason Witten*\WittJa00,DAL,31,TE,16,16,111,73,65.80%,851,11.7,8,44,34,7.7,4.6,53.2,0
Keenan Allen\AlleKe00,SDG,21,WR,15,14,105,71,67.60%,1046,14.7,8,54,43,10,4.7,69.7,2
Darren Sproles\SproDa00,NOR,30,rb,15,4,89,71,79.80%,604,8.5,2,25,48,6.8,4.7,40.3,2
Jamaal Charles*+\CharJa00,KAN,27,RB,15,15,104,70,67.30%,693,9.9,7,32,71,6.7,4.7,46.2,4
Charles Clay\ClayCh00,MIA,24,TE,16,15,102,69,67.60%,759,11,6,36,67,7.4,4.3,47.4,0
Greg Jennings\JennGr00,MIN,30,WR,15,15,106,68,64.20%,804,11.8,4,37,70,7.6,4.5,53.6,0
Emmanuel Sanders\SandEm00,PIT,26,WR,16,10,113,67,59.30%,740,11,6,37,55,6.5,4.2,46.3,1
Cecil Shorts\ShorCe00,JAX,26,WR,13,13,123,66,53.70%,777,11.8,3,41,59,6.3,5.1,59.8,0
Martellus Bennett\BennMa00,CHI,26,TE,16,15,94,65,69.10%,759,11.7,5,40,43,8.1,4.1,47.4,1
Michael Floyd\FloyMi00,ARI,24,WR,16,16,113,65,57.50%,1041,16,5,48,91,9.2,4.1,65.1,0
Torrey Smith\SmitTo02,BAL,24,WR,16,16,137,65,47.40%,1128,17.4,4,50,74,8.2,4.1,70.5,1
Julius Thomas*\ThomJu00,DEN,25,TE,14,14,90,65,72.20%,788,12.1,12,41,74,8.8,4.6,56.3,1
Steve Smith\SmitSt01,CAR,34,WR,15,15,110,64,58.20%,745,11.6,4,44,44,6.8,4.3,49.7,0
Golden Tate\TateGo00,SEA,25,WR,16,13,99,64,64.60%,898,14,5,41,80,9.1,4,56.1,3
Roddy White\WhitRo00,ATL,32,WR,13,13,97,63,64.90%,711,11.3,3,37,39,7.3,4.8,54.7,2
Knowshon Moreno\MoreKn00,DEN,26,RB,16,15,74,60,81.10%,548,9.1,3,30,35,7.4,3.8,34.3,2
Rod Streater\StreRo00,OAK,25,WR,16,14,100,60,60.00%,888,14.8,4,39,66,8.9,3.8,55.5,1
Delanie Walker\WalkHu00,TEN,29,TE,15,11,86,60,69.80%,571,9.5,6,31,33,6.6,4,38.1,1
James Jones\JoneJa04,GNB,29,WR,14,14,93,59,63.40%,817,13.8,3,30,83,8.8,4.2,58.4,2
Heath Miller\MillHe00,PIT,31,TE,14,14,79,58,73.40%,593,10.2,1,30,31,7.5,4.1,42.4,1
Ray Rice\RiceRa00,BAL,26,RB,15,15,72,58,80.60%,321,5.5,0,13,22,4.5,3.9,21.4,2
Nate Washington\WashNa00,TEN,30,WR,16,15,105,58,55.20%,919,15.8,3,43,77,8.8,3.6,57.4,0
Dwayne Bowe\BoweDw00,KAN,29,WR,15,15,103,57,55.30%,673,11.8,5,39,34,6.5,3.8,44.9,0
Giovani Bernard\BernGi00,CIN,22,,16,0,71,56,78.90%,514,9.2,3,22,41,7.2,3.5,32.1,2
Hakeem Nicks\NickHa01,NYG,25,WR,15,15,101,56,55.40%,896,16,0,38,57,8.9,3.7,59.7,0
Danny Amendola\AmenDa00,NWE,28,wr,12,6,83,54,65.10%,633,11.7,2,37,57,7.6,4.5,52.8,0
Reggie Bush\BushRe00,DET,28,RB,14,14,80,54,67.50%,506,9.4,3,22,77,6.3,3.9,36.1,5
Tim Wright\WrigTi01,TAM,23,te/wr,16,8,76,54,71.10%,571,10.6,5,32,36,7.5,3.4,35.7,0
Joique Bell\BellJo01,DET,27,fb/rb,16,4,69,53,76.80%,547,10.3,0,23,37,7.9,3.3,34.2,4
Scott Chandler\ChanSc00,BUF,28,te,16,7,81,53,65.40%,655,12.4,2,26,33,8.1,3.3,40.9,1
Dexter McCluster*\McClDe00,KAN,24,wr,15,6,83,53,63.90%,511,9.6,2,30,43,6.2,3.5,34.1,2
DeMarco Murray*\MurrDe00,DAL,25,RB,14,14,66,53,80.30%,350,6.6,1,18,22,5.3,3.8,25,3
Vernon Davis*\DaviVe00,SFO,29,TE,15,15,84,52,61.90%,850,16.3,13,35,64,10.1,3.5,56.7,1
Coby Fleener\FleeCo00,IND,25,TE,16,12,87,52,59.80%,608,11.7,4,32,44,7,3.3,38,1
DeAndre Hopkins\HopkDe00,HOU,21,WR,16,16,91,52,57.10%,802,15.4,2,38,66,8.8,3.3,50.1,1
Steve Johnson\JohnSt00,BUF,27,WR,12,12,101,52,51.50%,597,11.5,3,33,45,5.9,4.3,49.8,1
LeSean McCoy*+\McCoLe01,PHI,25,RB,16,16,64,52,81.30%,539,10.4,2,24,70,8.4,3.3,33.7,1
Jacquizz Rodgers\RodgJa00,ATL,23,rb,15,4,63,52,82.50%,341,6.6,2,12,22,5.4,3.5,22.7,1
Jared Cook\CookJa02,STL,26,TE,16,13,85,51,60.00%,671,13.2,5,34,47,7.9,3.2,41.9,1
Marvin Jones\JoneMa02,CIN,23,wr,16,3,80,51,63.80%,712,14,10,36,45,8.9,3.2,44.5,0
Ace Sanders\SandAc00,JAX,22,wr,15,4,87,51,58.60%,484,9.5,1,22,51,5.6,3.4,32.3,0
Doug Baldwin\BaldDo00,SEA,25,WR,16,9,72,50,69.40%,778,15.6,5,38,52,10.8,3.1,48.6,0
Jarrett Boykin\BoykJa00,GNB,24,WR,16,8,83,49,59.00%,681,13.9,3,34,52,8.2,3.1,42.6,0
Marlon Brown\BrowMa00,BAL,22,WR,14,12,82,49,59.80%,524,10.7,7,30,59,6.4,3.5,37.4,0
Garrett Graham\GrahGa00,HOU,27,TE,13,11,89,49,55.10%,545,11.1,5,26,42,6.1,3.8,41.9,2
Brandon LaFell\LaFeBr00,CAR,27,WR,16,16,85,49,57.60%,627,12.8,5,31,79,7.4,3.1,39.2,1
Chris Ogbonnaya\OgboCh00,CLE,27,fb/rb,16,7,74,48,64.90%,343,7.1,2,15,17,4.6,3,21.4,2
Jerome Simpson\SimpJe00,MIN,27,WR,16,8,100,48,48.00%,726,15.1,1,35,51,7.3,3,45.4,1
Riley Cooper\CoopRi00,PHI,26,WR,16,15,84,47,56.00%,835,17.8,8,33,63,9.9,2.9,52.2,0
Fred Jackson\JackFr02,BUF,32,rb,16,6,65,47,72.30%,387,8.2,1,17,37,6,2.9,24.2,3
Brandon Myers\MyerBr00,NYG,28,TE,16,14,76,47,61.80%,522,11.1,4,28,27,6.9,2.9,32.6,0
Eddie Royal\RoyaEd00,SDG,27,wr,15,3,68,47,69.10%,631,13.4,8,33,54,9.3,3.1,42.1,1
Mohamed Sanu\SanuMo00,CIN,24,WR,16,14,77,47,61.00%,455,9.7,2,28,32,5.9,2.9,28.4,1
Shane Vereen\VereSh00,NWE,24,rb,8,1,69,47,68.10%,427,9.1,3,25,50,6.2,5.9,53.4,1
Jerricho Cotchery\CotcJe00,PIT,31,wr,16,6,76,46,60.50%,602,13.1,10,38,36,7.9,2.9,37.6,0
Jermaine Gresham\GresJe00,CIN,25,TE,14,14,68,46,67.60%,458,10,4,24,30,6.7,3.3,32.7,3
Denarius Moore\MoorDe02,OAK,25,WR,13,10,86,46,53.50%,695,15.1,5,36,73,8.1,3.5,53.5,0
Le'Veon Bell\BellLe00,PIT,21,RB,13,13,66,45,68.20%,399,8.9,0,15,43,6,3.5,30.7,1
Cordarrelle Patterson*+\PattCo00,MIN,22,wr,16,6,77,45,58.40%,469,10.4,4,19,79,6.1,2.8,29.3,0
Jordan Reed\ReedJo02,WAS,23,te,9,4,59,45,76.30%,499,11.1,3,30,38,8.5,5,55.4,0
Terrance Williams\WillTe01,DAL,24,wr,16,8,74,44,59.50%,736,16.7,5,31,82,9.9,2.8,46,2
Maurice Jones-Drew\DrewMa00,JAX,28,RB,15,15,60,43,71.70%,314,7.3,0,13,17,5.2,2.9,20.9,1
Jeremy Kerley\KerlJe00,NYJ,25,WR,12,8,72,43,59.70%,523,12.2,3,31,26,7.3,3.6,43.6,0
Andre Roberts\RobeAn00,ARI,25,wr,16,2,76,43,56.60%,471,11,2,22,34,6.2,2.7,29.4,0
Davone Bess\BessDa00,CLE,28,wr,14,3,86,42,48.80%,362,8.6,2,24,20,4.2,3,25.9,1
Chris Johnson\JohnCh04,TEN,28,RB,16,16,52,42,80.80%,345,8.2,4,11,66,6.6,2.6,21.6,3
Santana Moss\MossSa00,WAS,34,wr,16,1,79,42,53.20%,452,10.8,2,29,28,5.7,2.6,28.3,2
Vincent Brown\BrowVi00,SDG,24,WR,16,12,70,41,58.60%,472,11.5,1,29,51,6.7,2.6,29.5,0
Julio Jones\JoneJu02,ATL,24,wr,5,5,59,41,69.50%,580,14.1,2,25,81,9.8,8.2,116,2
Greg Little\LittGr00,CLE,24,WR,16,13,99,41,41.40%,465,11.3,2,22,47,4.7,2.6,29.1,0
Rishard Matthews\MattRi00,MIA,24,wr,16,5,67,41,61.20%,448,10.9,2,26,29,6.7,2.6,28,0
Brandon Pettigrew\PettBr00,DET,28,TE,14,14,63,41,65.10%,416,10.1,2,19,31,6.6,2.9,29.7,1
Rueben Randle\RandRu00,NYG,22,wr,16,3,78,41,52.60%,611,14.9,6,28,37,7.8,2.6,38.2,3
Tavon Austin\AustTa00,STL,23,rb/wr,13,3,69,40,58.00%,418,10.5,4,17,81,6.1,3.1,32.2,4
Donnie Avery\AverDo00,KAN,29,WR,16,14,71,40,56.30%,596,14.9,2,25,51,8.4,2.5,37.3,1
Robert Woods\WoodRo02,BUF,21,WR,14,14,85,40,47.10%,587,14.7,3,26,57,6.9,2.9,41.9,0
Cole Beasley\BeasCo00,DAL,24,wr,14,3,54,39,72.20%,368,9.4,2,21,23,6.8,2.8,26.3,1
