Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
C.J. Anderson\AndeC.00,DEN,25,rb,7,7,24,16,66.70%,128,8,1,6,25,5.3,2.3,18.3,0
Daniel Brown\BrowDa04,2TM,24,,8,3,20,16,80.00%,124,7.8,1,0,12,6.2,2,15.5,0
Brice Butler\ButlBr00,DAL,26,wr,16,3,32,16,50.00%,219,13.7,3,11,41,6.8,1,13.7,0
Benny Cunningham\CunnBe01,LAR,26,,11,0,21,16,76.20%,91,5.7,0,5,12,4.3,1.5,8.3,1
A.J. Derby\DerbA.00,2TM,25,,10,3,20,16,80.00%,160,10,0,0,17,8,1.6,16,1
Lance Dunbar\DunbLa00,DAL,26,,13,0,24,16,66.70%,122,7.6,0,5,16,5.1,1.2,9.4,1
Josh Huff\HuffJo00,2TM,25,,10,2,23,16,69.60%,113,7.1,1,0,17,4.9,1.6,11.3,0
John Kuhn\KuhnJo00,NOR,34,fb,16,3,20,16,80.00%,70,4.4,1,5,11,3.5,1,4.4,0
Jordan Taylor\TaylJo01,DEN,24,,16,0,25,16,64.00%,209,13.1,2,10,35,8.4,1,13.1,1
Larry Donnell\DonnLa00,NYG,28,te,14,6,22,15,68.20%,92,6.1,1,3,15,4.2,1.1,6.6,1
Harry Douglas\DougHa00,TEN,32,wr,11,2,22,15,68.20%,210,14,0,9,35,9.5,1.4,19.1,0
Josh Hill\HillJo02,NOR,26,TE,9,8,22,15,68.20%,149,9.9,1,6,35,6.8,1.7,16.6,0
Vincent Jackson\JackVi00,TAM,33,wr,5,5,32,15,46.90%,173,11.5,0,8,18,5.4,3,34.6,0
Braxton Miller\MillBr03,HOU,24,wr,10,6,28,15,53.60%,99,6.6,1,6,12,3.5,1.5,9.9,0
Paul Perkins\PerkPa00,NYG,22,rb,14,1,24,15,62.50%,162,10.8,0,6,67,6.8,1.1,11.6,1
Erik Swoope\SwooEr00,IND,24,te,16,4,22,15,68.20%,297,19.8,1,12,45,13.5,0.9,18.6,0
Luke Willson\WillLu00,SEA,26,te/wr,11,6,21,15,71.40%,129,8.6,2,7,19,6.1,1.4,11.7,0
Brent Celek\CeleBr00,PHI,31,te/wr,16,8,19,14,73.70%,155,11.1,0,8,24,8.2,0.9,9.7,1
Pharoh Cooper\CoopPh00,LAR,21,wr,10,3,20,14,70.00%,106,7.6,0,5,23,5.3,1.4,10.6,0
Darren Fells\FellDa01,ARI,30,te,14,7,18,14,77.80%,154,11,1,7,37,8.6,1,11,0
MarQueis Gray\GrayMa00,MIA,27,te,16,7,17,14,82.40%,174,12.4,0,7,53,10.2,0.9,10.9,0
Andre Holmes\HolmAn00,OAK,28,wr,16,2,25,14,56.00%,126,9,3,9,23,5,0.9,7.9,0
Jalin Marshall\MarsJa01,NYJ,21,wr,10,1,23,14,60.90%,162,11.6,2,9,27,7,1.4,16.2,4
Doug Martin\MartDo00,TAM,27,RB,8,8,16,14,87.50%,134,9.6,0,4,27,8.4,1.8,16.8,1
Walt Powell\PoweWa00,BUF,25,fb/wr,9,2,25,14,56.00%,142,10.1,0,7,35,5.7,1.6,15.8,0
Andre Roberts\RobeAn00,DET,28,wr,16,1,25,14,56.00%,188,13.4,1,9,44,7.5,0.9,11.8,2
Jaelen Strong\StroJa01,HOU,22,wr,8,2,24,14,58.30%,131,9.4,0,4,36,5.5,1.8,16.4,0
Kenneth Farrow\FarrKe02,SDG,23,rb,13,2,16,13,81.30%,70,5.4,0,2,16,4.4,1,5.4,2
Jonathan Grimes\GrimJo01,HOU,27,,10,0,18,13,72.20%,94,7.2,0,4,15,5.2,1.3,9.4,0
Chris Harper\HarpCh01,SFO,23,wr,9,2,21,13,61.90%,133,10.2,0,6,19,6.3,1.4,14.8,0
Derrick Henry\HenrDe00,TEN,22,rb,15,2,15,13,86.70%,137,10.5,0,5,29,9.1,0.9,9.1,0
Ryan Mathews\MathRy00,PHI,29,RB,13,8,14,13,92.90%,115,8.8,1,7,27,8.2,1,8.8,3
Thomas Rawls\RawlTh00,SEA,23,rb,9,7,17,13,76.50%,96,7.4,0,4,20,5.6,1.4,10.7,0
Jacquizz Rodgers\RodgJa00,TAM,26,rb,10,5,16,13,81.30%,98,7.5,0,3,21,6.1,1.3,9.8,0
Austin Seferian-Jenkins\SefeAu00,2TM,24,,9,2,20,13,65.00%,154,11.8,1,0,30,7.7,1.4,17.1,0
Levine Toilolo\ToilLe00,ATL,25,TE,16,11,19,13,68.40%,264,20.3,2,11,46,13.9,0.8,16.5,0
James Wright\WrigJa03,CIN,25,wr,13,2,19,13,68.40%,106,8.2,0,7,15,5.6,1,8.2,0
Geronimo Allison\AlliGe01,GNB,22,wr,10,2,22,12,54.50%,202,16.8,2,11,39,9.2,1.2,20.2,0
Alfred Blue\BlueAl00,HOU,25,rb,14,2,16,12,75.00%,40,3.3,0,1,12,2.5,0.9,2.9,2
Andre Ellington\ElliAn00,ARI,27,,16,0,19,12,63.20%,85,7.1,0,5,16,4.5,0.8,5.3,0
Robert Kelley\KellRo00,WAS,24,RB,15,9,18,12,66.70%,82,6.8,1,6,22,4.6,0.8,5.5,0
Jamize Olawale\OlawJa00,OAK,27,fb,16,7,14,12,85.70%,227,18.9,1,5,75,16.2,0.8,14.2,0
Neal Sterling\SterNe00,JAX,24,te,10,1,16,12,75.00%,110,9.2,0,6,17,6.9,1.2,11,0
Stephen Anderson\AndeSt01,HOU,23,,13,0,16,11,68.80%,93,8.5,1,6,14,5.8,0.8,7.2,0
Jaron Brown\BrowJa03,ARI,26,wr,7,2,22,11,50.00%,187,17,1,6,51,8.5,1.6,26.7,0
Alex Collins\CollAl00,SEA,22,,11,0,11,11,100.00%,84,7.6,0,6,14,7.6,1,7.6,2
Bennie Fowler\FowlBe00,DEN,25,,13,0,24,11,45.80%,145,13.2,2,5,76,6,0.8,11.2,0
Xavier Grimble\GrimXa00,PIT,24,te,13,2,21,11,52.40%,118,10.7,2,8,20,5.6,0.8,9.1,0
Tyler Higbee\HigbTy00,LAR,23,te/wr,16,7,29,11,37.90%,85,7.7,1,3,31,2.9,0.7,5.3,0
Jeff Janis\JaniJe00,GNB,25,wr,16,1,19,11,57.90%,93,8.5,1,4,25,4.9,0.7,5.8,0
Cecil Shorts\ShorCe00,TAM,29,wr,9,5,27,11,40.70%,152,13.8,0,8,22,5.6,1.2,16.9,0
Shane Vereen\VereSh00,NYG,27,rb,5,1,19,11,57.90%,94,8.5,0,4,16,4.9,2.2,18.8,2
Jarius Wright\WrigJa02,MIN,27,wr,8,1,14,11,78.60%,67,6.1,1,5,11,4.8,1.4,8.4,0
Seth Devalve\DevaSe00,CLE,23,te,12,2,12,10,83.30%,127,12.7,2,6,25,10.6,0.8,10.6,0
Ed Dickson\DickEd00,CAR,29,TE,16,8,19,10,52.60%,134,13.4,1,7,28,7.1,0.6,8.4,0
Justin Hunter\HuntJu00,2TM,25,,13,5,23,10,43.50%,189,18.9,4,0,64,8.2,0.8,14.5,0
Tyler Kroft\KrofTy00,CIN,24,TE/wr,14,11,12,10,83.30%,92,9.2,0,3,21,7.7,0.7,6.6,0
Keith Mumphery\MumpKe00,HOU,24,wr,11,3,12,10,83.30%,69,6.9,0,2,11,5.8,0.9,6.3,0
John Phillips\PhilJo00,2TM,29,,16,7,15,10,66.70%,72,7.2,1,0,16,4.8,0.6,4.5,0
Mike Tolbert*\TolbMi00,CAR,31,fb,16,2,15,10,66.70%,72,7.2,1,4,17,4.8,0.6,4.5,0
Darren Waller\WallDa01,BAL,24,te,12,3,17,10,58.80%,85,8.5,2,7,15,5,0.8,7.1,0
Dwayne Washington\WashDw00,DET,22,rb,12,2,15,10,66.70%,62,6.2,0,5,11,4.1,0.8,5.2,0
Eric Decker\DeckEr00,NYJ,29,wr,3,3,21,9,42.90%,194,21.6,2,9,35,9.2,3,64.7,0
Kenyan Drake\DrakKe00,MIA,22,rb,16,1,10,9,90.00%,46,5.1,0,2,9,4.6,0.6,2.9,1
Rhett Ellison\ElliRh00,MIN,28,te,15,6,14,9,64.30%,57,6.3,0,2,21,4.1,0.6,3.8,0
Mike Gillislee\GillMi00,BUF,26,rb,15,1,11,9,81.80%,50,5.6,1,1,18,4.5,0.6,3.3,1
Ryan Grant\GranRy01,WAS,26,wr,16,1,19,9,47.40%,76,8.4,0,6,17,4,0.6,4.8,0
Jeff Heuerman\HeueJe00,DEN,24,te,12,2,17,9,52.90%,141,15.7,0,7,31,8.3,0.8,11.8,0
Andre Johnson\JohnAn02,TEN,35,wr,8,4,22,9,40.90%,85,9.4,2,4,20,3.9,1.1,10.6,0
Tanner McEvoy\McEvTa01,SEA,23,,14,0,11,9,81.80%,140,15.6,2,7,42,12.7,0.6,10,0
Nick O'Leary\OLeaNi00,BUF,24,te,16,7,14,9,64.30%,114,12.7,0,5,28,8.1,0.6,7.1,0
Aaron Ripkowski\RipkAa00,GNB,24,FB,16,8,10,9,90.00%,46,5.1,1,2,9,4.6,0.6,2.9,0
Paul Turner\TurnPa01,PHI,23,wr,4,2,14,9,64.30%,126,14,0,6,41,9,2.3,31.5,0
Marquess Wilson\WilsMa02,CHI,24,wr,3,1,16,9,56.30%,160,17.8,1,8,35,10,3,53.3,0
Brandon Bostick\BostBr00,NYJ,27,te,16,7,11,8,72.70%,63,7.9,0,2,14,5.7,0.5,3.9,0
Jordan Cameron\CameJo00,MIA,28,te,3,3,11,8,72.70%,60,7.5,1,3,13,5.5,2.7,20,0
Anthony Fasano\FasaAn00,TEN,32,TE,16,10,13,8,61.50%,83,10.4,2,6,17,6.4,0.5,5.2,0
Crockett Gillmore\GillCr00,BAL,25,te,7,5,14,8,57.10%,71,8.9,1,5,22,5.1,1.1,10.1,0
Brittan Golden\GoldBr00,ARI,28,wr,12,1,14,8,57.10%,82,10.3,1,4,22,5.9,0.7,6.8,1
DuJuan Harris\HarrDu01,SFO,28,rb,10,1,9,8,88.90%,115,14.4,1,4,47,12.8,0.8,11.5,2
Maurice Harris\HarrMa05,WAS,24,,10,0,12,8,66.70%,66,8.3,0,4,15,5.5,0.8,6.6,1
Matt Jones\JoneMa04,WAS,23,rb,7,7,8,8,100.00%,73,9.1,0,4,16,9.1,1.1,10.4,3
Cody Latimer\LatiCo00,DEN,24,wr,12,1,15,8,53.30%,76,9.5,0,6,16,5.1,0.7,6.3,0
Freddie Martino\MartFr00,TAM,25,,13,0,11,8,72.70%,142,17.8,1,5,43,12.9,0.6,10.9,0
Jonathan Stewart\StewJo00,CAR,29,RB,13,13,21,8,38.10%,60,7.5,0,1,25,2.9,0.6,4.6,3
Brandon Tate\TateBr00,BUF,29,wr,15,1,12,8,66.70%,117,14.6,0,6,34,9.8,0.5,7.8,0
LeGarrette Blount\BlouLe00,NWE,30,RB,16,8,8,7,87.50%,38,5.4,0,1,16,4.8,0.4,2.4,2
Aaron Burbridge\BurbAa00,SFO,23,wr,16,3,16,7,43.80%,88,12.6,0,5,24,5.5,0.4,5.5,1
Reggie Bush\BushRe00,BUF,31,,13,0,10,7,70.00%,90,12.9,0,6,25,9,0.5,6.9,1
Patrick DiMarco\DiMaPa00,ATL,27,FB,16,8,10,7,70.00%,52,7.4,1,3,18,5.2,0.4,3.3,0
Ronnie Hillman\HillRo00,2TM,25,,8,1,15,7,46.70%,93,13.3,0,0,32,6.2,0.9,11.6,0
David Johnson\JohnDa05,PIT,29,te/wr,16,5,11,7,63.60%,80,11.4,0,5,26,7.3,0.4,5,0
Dominique Jones\JoneDo01,MIA,29,te,9,2,10,7,70.00%,61,8.7,1,3,24,6.1,0.8,6.8,0
Roger Lewis\LewiRo03,NYG,23,wr,13,1,19,7,36.80%,97,13.9,2,4,30,5.1,0.5,7.5,0
Tommylee Lewis\LewiTo00,NOR,24,wr,12,1,11,7,63.60%,76,10.9,0,4,26,6.9,0.6,6.3,2
Dexter McCluster\McClDe00,SDG,27,,6,0,11,7,63.60%,36,5.1,0,3,10,3.3,1.2,6,0
Chris Moore\MoorCh00,BAL,23,,15,0,16,7,43.80%,46,6.6,0,2,13,2.9,0.5,3.1,1
Brandon Myers\MyerBr00,TAM,31,TE,16,9,14,7,50.00%,59,8.4,1,4,12,4.2,0.4,3.7,0
De'Anthony Thomas\ThomDe05,KAN,23,,12,0,9,7,77.80%,35,5,0,2,15,3.9,0.6,2.9,0
Keenan Allen\AlleKe00,SDG,24,wr,1,1,7,6,85.70%,63,10.5,0,6,15,9,6,63,0
Demarcus Ayers\AyerDe00,PIT,22,wr,2,1,13,6,46.20%,53,8.8,1,3,15,4.1,3,26.5,0
Nick Boyle\BoylNi00,BAL,23,,6,0,6,6,100.00%,44,7.3,0,1,20,7.3,1,7.3,0
Alan Cross\CrosAl00,TAM,23,,14,0,10,6,60.00%,38,6.3,1,3,10,3.8,0.4,2.7,0
Alex Erickson\EricAl01,CIN,24,,16,0,8,6,75.00%,71,11.8,0,3,20,8.9,0.4,4.4,3
Jerome Felton\FeltJe00,BUF,30,fb,15,4,9,6,66.70%,57,9.5,0,4,22,6.3,0.4,3.8,0
Arian Foster\FostAr00,MIA,30,rb/wr,4,2,10,6,60.00%,78,13,0,2,50,7.8,1.5,19.5,1
Darrius Heyward-Bey\HeywDa00,PIT,29,,10,0,19,6,31.60%,114,19,2,4,46,6,0.6,11.4,0
Rashard Higgins\HiggRa00,CLE,22,,16,0,12,6,50.00%,77,12.8,0,5,19,6.4,0.4,4.8,0
Wendell Smallwood\SmalWe00,PHI,22,rb,13,3,13,6,46.20%,55,9.2,0,1,18,4.2,0.5,4.2,1
Antone Smith\SmitAn01,TAM,31,,3,0,9,6,66.70%,77,12.8,0,2,30,8.6,2,25.7,2
Lee Smith\SmitLe00,OAK,29,te,4,4,6,6,100.00%,29,4.8,0,0,12,4.8,1.5,7.3,0
C.J. Spiller\SpilC.00,2TM,29,,6,0,13,6,46.20%,50,8.3,1,0,24,3.8,1,8.3,1
Geoff Swaim\SwaiGe00,DAL,23,te,9,6,8,6,75.00%,69,11.5,0,4,28,8.6,0.7,7.7,0
Danny Woodhead\WoodDa02,SDG,31,rb,2,1,8,6,75.00%,35,5.8,1,2,12,4.4,3,17.5,0
Ameer Abdullah\AbduAm00,DET,23,rb,2,2,5,5,100.00%,57,11.4,1,4,18,11.4,2.5,28.5,0
Peyton Barber\BarbPe01,TAM,22,rb,15,1,6,5,83.30%,28,5.6,0,1,11,4.7,0.3,1.9,0
Kenjon Barner\BarnKe00,PHI,26,,13,0,11,5,45.50%,42,8.4,0,3,15,3.8,0.4,3.2,0
Arrelious Benn\BennAr00,JAX,28,,15,0,10,5,50.00%,116,23.2,1,3,51,11.6,0.3,7.7,0
Ka'Deem Carey\CareKa00,CHI,24,,12,0,7,5,71.40%,55,11,0,4,16,7.9,0.4,4.6,0
Knile Davis\DaviKn00,2TM,25,,11,0,7,5,71.40%,25,5,0,0,11,3.6,0.5,2.3,0
Rashad Greene\GreeRa00,JAX,24,,8,0,8,5,62.50%,32,6.4,0,1,9,4,0.6,4,4
Andy Janovich\JanoAn00,DEN,23,fb,11,5,7,5,71.40%,44,8.8,0,4,13,6.3,0.5,4,0
Malcolm Johnson\JohnMa06,CLE,24,fb,7,1,7,5,71.40%,44,8.8,0,2,21,6.3,0.7,6.3,1
T.J. Jones\JoneT.00,DET,24,,3,0,14,5,35.70%,93,18.6,0,2,36,6.6,1.7,31,0
Marcel Reece\ReecMa00,SEA,31,,4,0,5,5,100.00%,73,14.6,0,2,31,14.6,1.3,18.3,0
Luke Stocker\StocLu00,TAM,28,TE,12,10,8,5,62.50%,23,4.6,0,2,11,2.9,0.4,1.9,0
Nick Williams\WillNi02,ATL,26,,2,0,7,5,71.40%,59,11.8,0,5,19,8.4,2.5,29.5,0
Blake Bell\BellBl00,SFO,25,,13,0,9,4,44.40%,85,21.3,0,2,45,9.4,0.3,6.5,0
Ben Braunecker\BrauBe00,CHI,22,te,13,2,6,4,66.70%,41,10.3,0,2,14,6.8,0.3,3.2,0
Gavin Escobar\EscoGa00,DAL,25,te,16,1,7,4,57.10%,30,7.5,1,2,14,4.3,0.3,1.9,0
Corey Grant\GranCo00,JAX,25,rb,11,1,7,4,57.10%,35,8.8,1,2,15,5,0.4,3.2,0
Mike James\JameMi00,TAM,25,,4,0,4,4,100.00%,22,5.5,0,0,6,5.5,1,5.5,0
Taiwan Jones\JoneTa00,OAK,28,,13,0,4,4,100.00%,43,10.8,0,3,16,10.8,0.3,3.3,0
Eddie Lacy\LacyEd00,GNB,26,rb,5,5,7,4,57.10%,28,7,0,1,17,4,0.8,5.6,0
Justin Perillo\PeriJu00,GNB,25,te,9,1,5,4,80.00%,35,8.8,0,1,13,7,0.4,3.9,0
Jeremy Ross\RossJe01,2TM,28,,6,1,4,4,100.00%,37,9.3,1,0,15,9.3,0.7,6.2,0
Greg Salas\SalaGr00,BUF,28,wr,2,1,6,4,66.70%,89,22.3,1,3,71,14.8,2,44.5,0
Anthony Sherman\SherAn00,KAN,28,fb,16,3,6,4,66.70%,11,2.8,0,0,6,1.8,0.3,0.7,0
Phillip Supernaw\SupePh00,TEN,26,te,15,2,5,4,80.00%,62,15.5,0,3,30,12.4,0.3,4.1,0
Danny Vitale\VitaDa00,CLE,23,fb,9,3,5,4,80.00%,27,6.8,0,2,17,5.4,0.4,3,0
Derek Watt\WattDe00,SDG,24,fb,16,2,4,4,100.00%,83,20.8,0,2,53,20.8,0.3,5.2,0
Markus Wheaton\WheaMa00,PIT,25,wr,3,2,9,4,44.40%,51,12.8,1,2,30,5.7,1.3,17,0
Wendall Williams\WillWe00,HOU,26,,3,0,7,4,57.10%,75,18.8,0,3,32,10.7,1.3,25,0
Javorius Allen\AlleJa01,BAL,25,,8,0,4,3,75.00%,15,5,0,2,8,3.8,0.4,1.9,0
Jace Amaro\AmarJa00,TEN,24,,3,0,4,3,75.00%,59,19.7,0,2,26,14.8,1,19.7,0
Quan Bray\BrayQu00,IND,23,,6,0,4,3,75.00%,36,12,0,1,22,9,0.5,6,0
Malcolm Brown\BrowMa03,LAR,23,,16,0,3,3,100.00%,46,15.3,0,2,26,15.3,0.2,2.9,1
Leonte Carroo\CarrLe00,MIA,22,wr,14,2,6,3,50.00%,29,9.7,1,2,15,4.8,0.2,2.1,0
Mike Davis\DaviMi01,SFO,23,rb,8,1,5,3,60.00%,25,8.3,0,0,10,5,0.4,3.1,1
Trevor Davis\DaviTr03,GNB,23,,11,0,7,3,42.90%,24,8,1,2,9,3.4,0.3,2.2,2
James Develin\DeveJa00,NWE,28,fb/rb,16,4,6,3,50.00%,18,6,0,2,13,3,0.2,1.1,0
Alex Ellis\ElliAl01,JAX,23,te,6,3,4,3,75.00%,11,3.7,0,0,6,2.8,0.5,1.8,0
Tyler Ervin\ErviTy00,HOU,23,,12,0,5,3,60.00%,18,6,0,0,9,3.6,0.3,1.5,3
Clay Harbor\HarbCl00,2TM,29,,15,2,3,3,100.00%,19,6.3,0,0,9,6.3,0.2,1.3,0
Akeem Hunt\HuntAk01,HOU,23,,8,0,4,3,75.00%,29,9.7,0,1,24,7.3,0.4,3.6,2
Bradley Marquez\MarqBr00,LAR,24,,14,0,7,3,42.90%,37,12.3,0,3,13,5.3,0.2,2.6,0
Byron Marshall\MarsBy01,PHI,22,,3,0,5,3,60.00%,10,3.3,0,1,7,2,1,3.3,0
Darren McFadden\McFaDa00,DAL,29,rb,3,2,5,3,60.00%,17,5.7,0,1,11,3.4,1,5.7,0
Alfred Morris\MorrAl00,DAL,28,,14,0,6,3,50.00%,11,3.7,0,0,6,1.8,0.2,0.8,0
Logan Paulsen\PaulLo00,CHI,29,TE,16,12,10,3,30.00%,15,5,0,1,7,1.5,0.2,0.9,0
Joshua Perkins\PerkJo02,ATL,23,te,8,1,5,3,60.00%,42,14,1,2,26,8.4,0.4,5.3,0
Adrian Peterson\PeteAd01,MIN,31,rb,3,3,6,3,50.00%,8,2.7,0,0,7,1.3,1,2.7,1
Denard Robinson\RobiDe00,JAX,26,rb,13,1,5,3,60.00%,22,7.3,0,1,11,4.4,0.2,1.7,0
Keith Smith\SmitKe03,DAL,24,fb,16,1,4,3,75.00%,20,6.7,0,1,14,5,0.2,1.3,0
Lorenzo Taliaferro\TaliLo00,BAL,25,,3,0,3,3,100.00%,10,3.3,0,0,8,3.3,1,3.3,0
Mike Thomas\ThomMi04,LAR,22,,15,0,9,3,33.30%,37,12.3,0,2,16,4.1,0.2,2.5,1
Fitzgerald Toussaint\TousFi00,PIT,26,,16,0,3,3,100.00%,33,11,0,2,15,11,0.2,2.1,0
Ross Travis\TravRo00,KAN,23,te,6,3,6,3,50.00%,15,5,0,1,6,2.5,0.5,2.5,0
Bryce Treggs\TregBr00,PHI,22,wr,9,1,12,3,25.00%,80,26.7,0,3,58,6.7,0.3,8.9,0
Nick Vannett\VannNi00,SEA,23,te,9,2,4,3,75.00%,32,10.7,0,1,21,8,0.3,3.6,0
Lucky Whitehead\WhitLu00,DAL,24,wr,15,1,3,3,100.00%,48,16,0,2,35,16,0.2,3.2,3
Brenton Bersin\BersBr00,CAR,26,,10,0,6,2,33.30%,17,8.5,0,2,10,2.8,0.2,1.7,0
Kapri Bibbs\BibbKa00,DEN,23,,12,0,4,2,50.00%,75,37.5,1,1,69,18.8,0.2,6.3,0
Brandon Bolden\BoldBr00,NWE,26,,14,0,4,2,50.00%,15,7.5,0,1,13,3.8,0.1,1.1,0
Jeremy Butler\ButlJe01,SDG,25,,4,0,2,2,100.00%,11,5.5,0,0,6,5.5,0.5,2.8,0
Derek Carrier\CarrDe00,WAS,26,,8,0,2,2,100.00%,10,5,0,0,6,5,0.3,1.3,0
Jamaal Charles\CharJa00,KAN,30,,3,0,3,2,66.70%,14,7,0,1,16,4.7,0.7,4.7,0
Orleans Darkwa\DarkOr00,NYG,24,rb,10,2,4,2,50.00%,12,6,0,0,9,3,0.2,1.2,0
Josh Doctson\DoctJo00,WAS,24,,2,0,6,2,33.30%,66,33,0,1,57,11,1,33,0
Je'Ron Hamm\HammJe01,SFO,24,,5,0,4,2,50.00%,13,6.5,0,1,7,3.3,0.4,2.6,0
Percy Harvin\HarvPe00,BUF,28,wr,2,1,4,2,50.00%,6,3,0,0,5,1.5,1,3,0
Ryan Hewitt\HewiRy00,CIN,25,RB,16,11,3,2,66.70%,13,6.5,0,1,8,4.3,0.1,0.8,0
Johnny Holton\HoltJo00,OAK,25,,15,0,3,2,66.70%,34,17,0,2,30,11.3,0.1,2.3,1
Tavarres King\KingTa00,NYG,26,,7,0,4,2,50.00%,50,25,0,1,44,12.5,0.3,7.1,0
Daniel Lasco\LascDa00,NOR,24,,7,0,4,2,50.00%,11,5.5,0,0,7,2.8,0.3,1.6,0
Matt Lengel\LengMa00,NWE,26,,6,0,3,2,66.70%,22,11,1,1,18,7.3,0.3,3.7,0
Sean McGrath\McGrSe00,SDG,29,te,16,5,2,2,100.00%,25,12.5,0,2,13,12.5,0.1,1.6,0
J.D. McKissic\McKiJ.00,SEA,23,,1,0,2,2,100.00%,16,8,0,0,10,8,2,16,0
Ifeanyi Momah\MomaIf00,ARI,27,te,5,1,4,2,50.00%,50,25,0,2,27,12.5,0.4,10,0
Roosevelt Nix\NixxRo01,PIT,24,fb,10,3,2,2,100.00%,5,2.5,0,0,3,2.5,0.2,0.5,0
James O'Shaughnessy\O'ShJa00,KAN,24,te,16,3,3,2,66.70%,-1,-0.5,0,0,0,-0.3,0.1,-0.1,0
Niles Paul\PaulNi00,WAS,27,te,8,1,2,2,100.00%,27,13.5,0,2,16,13.5,0.3,3.4,0
MyCole Pruitt\PruiMy00,2TM,24,,4,0,2,2,100.00%,13,6.5,0,0,7,6.5,0.5,3.3,0
Randall Telfer\TelfRa00,CLE,24,te,14,5,7,2,28.60%,4,2,0,0,7,0.6,0.1,0.3,0
Griff Whalen\WhalGr00,SDG,26,,8,0,4,2,50.00%,22,11,0,1,12,5.5,0.3,2.8,0
Cole Wick\WickCo00,DET,23,,6,0,3,2,66.70%,18,9,0,1,13,6,0.3,3,0
Brandon Wilds\WildBr01,NYJ,23,,4,0,2,2,100.00%,20,10,0,1,12,10,0.5,5,0
Brandon Williams\WillBr04,SEA,29,fb,16,1,3,2,66.70%,36,18,0,2,20,12,0.1,2.3,0
Russell Wilson\WilsRu00,SEA,28,QB,16,16,2,2,100.00%,14,7,1,1,15,7,0.1,0.9,8
Jared Abbrederis\AbbrJa00,GNB,26,,5,0,2,1,50.00%,8,8,0,0,8,4,0.2,1.6,0
Bralon Addison\AddiBr01,CHI,23,,2,0,1,1,100.00%,11,11,0,1,11,11,0.5,5.5,1
Cameron Artis-Payne\ArtiCa00,CAR,26,rb,3,3,1,1,100.00%,11,11,0,1,11,11,0.3,3.7,0
Matt Barkley\BarkMa00,CHI,26,qb,7,6,1,1,100.00%,2,2,1,1,2,2,0.1,0.3,4
Joique Bell\BellJo01,2TM,30,,7,0,1,1,100.00%,-2,-2,0,0,0,-2,0.1,-0.3,0
Blake Bortles\BortBl00,JAX,24,QB,16,16,1,1,100.00%,20,20,1,1,20,20,0.1,1.3,8
Sam Bradford\BradSa00,MIN,29,QB,15,15,1,1,100.00%,5,5,0,0,5,5,0.1,0.3,10
Mack Brown\BrowMa02,WAS,25,,9,0,1,1,100.00%,-2,-2,0,0,-2,-2,0.1,-0.2,0
Damiere Byrd\ByrdDa00,CAR,23,,1,0,1,1,100.00%,16,16,0,1,16,16,1,16,0
Gerald Christian\ChriGe00,BUF,25,,3,0,2,1,50.00%,14,14,0,1,14,7,0.3,4.7,0
Quinton Dunbar\DunbQu00,WAS,24,cb,14,2,1,1,100.00%,31,31,0,1,31,31,0.1,2.2,1
George Farmer\FarmGe02,SEA,23,,2,0,3,1,33.30%,4,4,0,0,4,1.3,0.5,2,0
Jake Fisher\FishJa00,CIN,23,rt,15,3,1,1,100.00%,12,12,0,0,12,12,0.1,0.8,1
D.J. Foster\FostD.01,NWE,23,,3,0,2,1,50.00%,2,2,0,0,2,1,0.3,0.7,0
Jalston Fowler\FowlJa00,TEN,26,fb,16,7,2,1,50.00%,14,14,0,1,14,7,0.1,0.9,0
Blaine Gabbert\GabbBl00,SFO,27,qb,6,5,1,1,100.00%,-16,-16,0,0,-16,-16,0.2,-2.7,0
Jimmy Garoppolo\GaroJi00,NWE,25,qb,6,2,1,1,100.00%,3,3,0,0,3,3,0.2,0.5,2
Connor Hamlett\HamlCo01,CLE,24,te,3,2,1,1,100.00%,17,17,1,1,17,17,0.3,5.7,0
Dwayne Harris*\HarrDw00,NYG,29,wr,16,1,1,1,100.00%,13,13,1,1,13,13,0.1,0.8,3
Henry Krieger-Coble\KrieHe00,DEN,24,,2,0,1,1,100.00%,13,13,0,0,13,13,0.5,6.5,0
Paul Lasike\LasiPa00,CHI,26,fb/wr,10,3,1,1,100.00%,3,3,0,0,3,3,0.1,0.3,0
Taylor Lewan*\LewaTa00,TEN,25,LT,16,16,1,1,100.00%,10,10,1,1,10,10,0.1,0.6,0
Chris Manhertz\ManhCh00,2TM,24,,7,2,1,1,100.00%,10,10,0,0,10,10,0.1,1.4,0
Paul McRoberts\McRoPa00,LAR,24,,2,0,1,1,100.00%,6,6,0,0,6,6,0.5,3,0
David Morgan\MorgDa01,MIN,23,,12,0,1,1,100.00%,4,4,0,0,4,4,0.1,0.3,0
Matthew Mulligan\MullMa00,DET,31,,8,0,1,1,100.00%,8,8,0,0,8,8,0.1,1,0
Marcus Murphy\MurpMa03,NOR,25,,3,0,1,1,100.00%,3,3,0,0,3,3,0.3,1,0
Troy Niklas\NiklTr00,ARI,24,te,3,2,2,1,50.00%,0,0,0,0,0,0,0.3,0,0
Brock Osweiler\OsweBr00,HOU,26,QB,15,14,1,1,100.00%,-14,-14,0,0,-6,-14,0.1,-0.9,5
