,0
0,8.793362613014724
1,6.802576114538374
2,5.821034275230137
3,7.932775406035248
4,5.0925931952236585
5,4.0209332402508124
6,3.61907222806718
7,7.085907315576492
8,5.308944549151535
9,4.163980496708114
10,2.7148363326789613
11,4.222985759269991
12,5.408009622432803
13,3.7996714984136224
14,7.583711781034753
15,4.460270552197464
16,5.866226285284314
17,4.715087666208894
18,3.6971138018406657
19,5.6893378372293215
20,2.29585187326307
21,2.7987153127546347
22,5.359024280070571
23,3.5436310170670624
24,3.688060454524465
25,4.7153388426618905
26,1.9317691558328902
27,4.443505923883115
28,2.95875926093788
29,3.02876195215516
30,3.054608647702327
31,3.3634404570480796
32,4.377227372571162
33,2.2587558792645925
34,2.303551090454713
35,2.0900019285804006
36,2.0961686126430146
37,3.921691579372194
38,3.055729377483198
39,2.8785401073157213
40,3.3400671708837946
41,4.219350310023006
42,1.863505749613858
43,1.8740450900271997
44,1.5719311701021033
45,2.655230852242498
46,1.6557478115584847
47,1.6827606609088623
48,2.702942524280237
49,2.7419853671264787
50,1.8079414950118475
51,1.6584421811396028
52,3.476517258944826
53,1.6997622753523682
54,1.9715955048397893
55,1.4438016058594343
56,2.3564373116191812
57,1.0774965095977305
58,1.0798144481866259
59,0.8609280645729904
60,1.9115819378312464
61,2.430746965858671
62,0.5817859859940677
63,0.6891655432299586
64,0.8120736586961342
65,1.0901688966805703
66,2.5400445417491704
67,2.2415492895132605
68,0.7172712170048805
69,1.1258403822816971
70,1.2393858357869898
71,2.0358869727180378
72,2.08832629402995
73,0.5620017995930691
74,0.4745649184669631
75,1.166031225601802
76,1.2072284111609153
77,1.8595177581899751
78,1.5336908258942938
79,1.6798456897201497
80,1.3880659462742875
81,1.3104279654458169
82,0.7039585943458836
83,0.9779949329420146
84,1.6296971268946723
85,1.606373961790466
86,1.462346582991719
87,2.0746238808444355
88,2.616223651290138
89,1.5251073978662362
90,0.5133717149352579
91,0.4462911165807986
92,0.5713022191946416
93,0.586509734384248
94,0.8250481572130416
95,1.1490595029283075
96,0.3678872823227314
97,0.9320443322605552
98,1.0489272909100622
99,1.004212887279356
100,1.157372081911125
101,1.7321298288072495
102,0.34690821266949146
103,0.738241319075341
104,1.2784868450192532
105,1.1825808692650446
106,1.1708211418426766
107,0.31045761596927446
108,1.5210201879478427
109,1.0920627321526917
110,0.8168772917806729
111,1.8172596764330349
112,1.336117979867482
113,0.8425909737275125
114,0.8776906861614656
115,0.37671824297937506
116,0.7545610415421788
117,2.377937423783999
118,0.4308518977053707
119,1.6783713789303807
120,0.32127495410965423
121,1.0140539696171167
122,0.4730068613635855
123,0.3565402199999951
124,0.5086819997916334
125,0.5700301727033863
126,0.5356656754330349
127,0.7758850955623614
128,0.7530005087348569
129,0.3620306923685528
130,0.7092183865272244
131,0.34453897770722053
132,0.5459963738232982
133,0.7901557501431032
134,0.7798070797136374
135,0.5328413372943266
136,0.9703718520130735
137,0.68759655455888
138,1.27744545273208
139,0.2292560551229448
140,1.476576408870696
141,0.23678692959392922
142,0.9195992332006444
143,0.30035950092685754
144,1.7922865121660494
145,0.42943944125883693
146,0.3539545224387544
147,0.6535465751296041
148,0.8705970309134244
149,0.5304671294253311
150,0.6531203429331056
151,0.6006520335745884
152,1.0915201558759673
153,1.6255789561459495
154,0.20647896771055235
155,0.3924872591677193
156,0.2110497170223825
157,0.20886757573771725
158,0.6303446364233127
159,0.26487104552637253
160,0.5961639062049429
161,0.24905819043318742
162,0.6282531256777767
163,0.32034743045398545
164,0.40488793722945754
165,0.26228146237763034
166,0.2973521901141465
167,0.2964588761095148
168,0.2123086303929323
169,0.2505788869898363
170,0.23338847190947346
171,0.5737184765429492
172,0.20902833451914435
173,0.6434649131881913
174,0.21655015548117074
175,0.5201280074484262
176,0.5195826438293396
177,0.5577896076552663
178,0.2588574167874746
179,0.26872665982459537
180,0.13296871341934602
181,0.28820232478984703
182,0.35532631099923084
183,0.12069782981638807
184,0.2722470901031184
185,0.21385579003450264
186,0.34534563006329844
187,0.1875747289384046
188,0.275667482866353
189,1.1781526174517165
190,0.21128890608028736
191,0.16783346935696547
192,0.23796519764818602
193,0.20692572746095422
194,0.18978893249857345
195,0.2414906347416713
196,0.2706696797156374
197,0.2311902002327837
198,0.18031489316483612
199,0.24782337713821054
200,0.2793946187957945
201,0.47935626599575987
202,0.3625512094175789
203,0.21324519791441143
204,0.5346068762769336
205,0.2164245769531872
206,0.1786385557051955
207,0.23341294572753324
208,0.386782233160306
209,0.17768582038964087
210,0.19562167226302898
211,0.17644452923104698
212,0.21519434520118744
213,0.2914018107470343
214,0.27121912743077087
215,0.20131541309089465
216,0.18690526448381875
217,0.1576701040517812
218,0.569938229216726
219,0.20454426398113743
220,0.2563728078013742
221,0.24975423966980173
222,0.4905121242724173
223,0.23194580511839819
224,0.18256858635145806
225,0.20085740142249398
226,0.2380674043007709
227,0.26221524099010163
228,0.33051445807704494
229,0.22571446436283124
230,0.18605945983220973
231,0.18944337588059856
232,0.20596766976127817
233,0.2446610814726051
234,0.18258682770745122
235,0.17724134683714918
236,0.09240123080918444
237,0.1935970374437737
238,0.23302511534227385
239,0.23744938482973024
240,0.21095357109173613
241,0.20975456383806954
242,0.45578523605698207
243,0.18490689074712616
244,0.24996015743587296
245,0.19092622974007956
246,0.20608040761530533
247,0.15108490878456157
248,0.23360689150573793
249,0.1634989289569907
250,0.14234252272639006
